,PM2.5,WindDir,Wind Speed(km/h),Temp(C)
2016-03-06 15:00:00,27.5,130.0,16.0,33.3
2016-03-06 16:00:00,27.2,140.0,12.0,33.1
2016-03-06 17:00:00,26.8,140.0,12.0,33.1
2016-03-06 18:00:00,30.1,140.0,12.0,33.1
2016-03-06 19:00:00,28.3,155.0,16.0,29.2
2016-03-06 20:00:00,26.0,155.0,16.0,29.2
2016-03-06 21:00:00,32.4,155.0,16.0,29.2
2016-03-06 22:00:00,32.8,155.0,13.0,28.2
2016-03-06 23:00:00,24.8,155.0,13.0,28.2
2016-03-07 00:00:00,31.3,155.0,13.0,28.2
2016-03-07 01:00:00,30.0,170.0,12.0,27.4
2016-03-07 02:00:00,26.8,170.0,12.0,27.4
2016-03-07 03:00:00,24.9,170.0,12.0,27.4
2016-03-07 04:00:00,32.5,175.0,13.0,26.8
2016-03-07 05:00:00,34.4,175.0,13.0,26.8
2016-03-07 06:00:00,37.3,175.0,13.0,26.8
2016-03-07 07:00:00,36.5,190.0,15.0,27.2
2016-03-07 08:00:00,36.8,190.0,15.0,27.2
2016-03-07 09:00:00,30.9,190.0,15.0,27.2
2016-03-07 10:00:00,29.0,180.0,13.0,32.0
2016-03-07 11:00:00,28.6,180.0,13.0,32.0
2016-03-07 12:00:00,27.6,180.0,13.0,32.0
2016-03-07 13:00:00,26.0,175.0,9.0,33.9
2016-03-07 14:00:00,26.2,175.0,9.0,33.9
2016-03-07 15:00:00,25.5,175.0,9.0,33.9
2016-03-07 16:00:00,26.1,185.0,8.0,33.9
2016-03-07 17:00:00,26.2,185.0,8.0,33.9
2016-03-07 18:00:00,28.5,185.0,8.0,33.9
2016-03-07 19:00:00,27.3,205.0,6.0,28.7
2016-03-07 20:00:00,30.2,205.0,6.0,28.7
2016-03-07 21:00:00,30.2,205.0,6.0,28.7
2016-03-07 22:00:00,30.9,225.0,6.0,28.0
2016-03-07 23:00:00,26.5,225.0,6.0,28.0
2016-03-08 00:00:00,26.6,225.0,6.0,28.0
2016-03-08 01:00:00,29.1,210.0,13.0,27.7
2016-03-08 02:00:00,28.0,210.0,13.0,27.7
2016-03-08 03:00:00,28.8,210.0,13.0,27.7
2016-03-08 04:00:00,29.1,220.0,19.0,27.2
2016-03-08 05:00:00,36.6,220.0,19.0,27.2
2016-03-08 06:00:00,36.5,220.0,19.0,27.2
2016-03-08 07:00:00,31.6,225.0,19.0,27.5
2016-03-08 08:00:00,28.8,225.0,19.0,27.5
2016-03-08 09:00:00,23.4,225.0,19.0,27.5
2016-03-08 10:00:00,23.0,240.0,16.0,32.2
2016-03-08 11:00:00,26.0,240.0,16.0,32.2
2016-03-08 12:00:00,24.8,240.0,16.0,32.2
2016-03-08 13:00:00,24.5,275.0,12.0,33.8
2016-03-08 14:00:00,25.5,275.0,12.0,33.8
2016-03-08 15:00:00,22.4,275.0,12.0,33.8
2016-03-08 16:00:00,21.1,285.0,10.0,34.6
2016-03-08 17:00:00,25.1,285.0,10.0,34.6
2016-03-08 18:00:00,27.3,285.0,10.0,34.6
2016-03-08 19:00:00,32.1,290.0,15.0,29.2
2016-03-08 20:00:00,29.4,290.0,15.0,29.2
2016-03-08 21:00:00,33.0,290.0,15.0,29.2
2016-03-08 22:00:00,27.9,295.0,13.0,28.3
2016-03-08 23:00:00,26.3,295.0,13.0,28.3
2016-03-09 00:00:00,23.0,295.0,13.0,28.3
2016-03-09 01:00:00,23.1,230.0,18.0,28.0
2016-03-09 02:00:00,22.8,230.0,18.0,28.0
2016-03-09 03:00:00,22.2,230.0,18.0,28.0
2016-03-09 04:00:00,28.0,230.0,18.0,27.5
2016-03-09 05:00:00,35.5,230.0,18.0,27.5
2016-03-09 06:00:00,35.5,230.0,18.0,27.5
2016-03-09 07:00:00,30.6,260.0,10.0,27.8
2016-03-09 08:00:00,29.6,260.0,10.0,27.8
2016-03-09 09:00:00,29.3,260.0,10.0,27.8
2016-03-09 10:00:00,26.8,255.0,8.0,32.2
2016-03-09 11:00:00,26.1,255.0,8.0,32.2
2016-03-09 12:00:00,24.6,255.0,8.0,32.2
2016-03-09 13:00:00,24.1,245.0,9.0,34.6
2016-03-09 14:00:00,30.0,245.0,9.0,34.6
2016-03-09 15:00:00,30.0,245.0,9.0,34.6
2016-03-09 16:00:00,31.8,255.0,10.0,35.4
2016-03-09 17:00:00,29.1,255.0,10.0,35.4
2016-03-09 18:00:00,31.8,255.0,10.0,35.4
2016-03-09 19:00:00,33.2,270.0,15.0,29.4
2016-03-09 20:00:00,34.5,270.0,15.0,29.4
2016-03-09 21:00:00,36.5,270.0,15.0,29.4
2016-03-09 22:00:00,37.3,250.0,14.0,28.5
2016-03-09 23:00:00,27.1,250.0,14.0,28.5
2016-03-10 00:00:00,32.6,250.0,14.0,28.5
2016-03-10 01:00:00,0.0,230.0,18.0,28.2
2016-03-10 02:00:00,29.8,230.0,18.0,28.2
2016-03-10 03:00:00,29.3,230.0,18.0,28.2
2016-03-10 04:00:00,26.2,250.0,15.0,27.6
2016-03-10 05:00:00,38.3,250.0,15.0,27.6
2016-03-10 06:00:00,42.6,250.0,15.0,27.6
2016-03-10 07:00:00,39.4,270.0,14.0,27.8
2016-03-10 08:00:00,30.3,270.0,14.0,27.8
2016-03-10 09:00:00,23.2,270.0,14.0,27.8
2016-03-10 10:00:00,21.3,260.0,9.0,32.1
2016-03-10 11:00:00,22.8,260.0,9.0,32.1
2016-03-10 12:00:00,21.7,260.0,9.0,32.1
2016-03-10 13:00:00,21.5,200.0,9.0,35.0
2016-03-10 14:00:00,26.5,200.0,9.0,35.0
2016-03-10 15:00:00,29.6,200.0,9.0,35.0
2016-03-10 16:00:00,28.8,175.0,5.0,35.1
2016-03-10 17:00:00,25.6,175.0,5.0,35.1
2016-03-10 18:00:00,29.6,175.0,5.0,35.1
2016-03-10 19:00:00,25.0,215.0,6.0,29.3
2016-03-10 20:00:00,26.5,215.0,6.0,29.3
2016-03-10 21:00:00,25.6,215.0,6.0,29.3
2016-03-10 22:00:00,23.7,170.0,1.0,28.4
2016-03-10 23:00:00,23.6,170.0,1.0,28.4
2016-03-11 00:00:00,22.1,170.0,1.0,28.4
2016-03-11 01:00:00,21.0,65.0,0.0,27.5
2016-03-11 02:00:00,21.0,65.0,0.0,27.5
2016-03-11 03:00:00,21.0,65.0,0.0,27.5
2016-03-11 04:00:00,21.0,170.0,4.0,26.8
2016-03-11 05:00:00,21.0,170.0,4.0,26.8
2016-03-11 06:00:00,21.0,170.0,4.0,26.8
2016-03-11 07:00:00,21.0,160.0,10.0,27.3
2016-03-11 08:00:00,21.0,160.0,10.0,27.3
2016-03-11 09:00:00,21.0,160.0,10.0,27.3
2016-03-11 10:00:00,21.0,150.0,11.0,32.2
2016-03-11 11:00:00,21.0,150.0,11.0,32.2
2016-03-11 12:00:00,21.0,150.0,11.0,32.2
2016-03-11 13:00:00,21.0,145.0,15.0,34.6
2016-03-11 14:00:00,21.0,145.0,15.0,34.6
2016-03-11 15:00:00,21.0,145.0,15.0,34.6
2016-03-11 16:00:00,21.0,130.0,14.0,34.3
2016-03-11 17:00:00,21.0,130.0,14.0,34.3
2016-03-11 18:00:00,21.0,130.0,14.0,34.3
2016-03-11 19:00:00,21.0,155.0,13.0,29.5
2016-03-11 20:00:00,21.0,155.0,13.0,29.5
2016-03-11 21:00:00,21.0,155.0,13.0,29.5
2016-03-11 22:00:00,21.0,130.0,14.0,28.6
2016-03-11 23:00:00,21.0,130.0,14.0,28.6
2016-03-12 00:00:00,21.0,130.0,14.0,28.6
2016-03-12 01:00:00,21.0,210.0,13.0,28.0
2016-03-12 02:00:00,21.0,210.0,13.0,28.0
2016-03-12 03:00:00,21.0,210.0,13.0,28.0
2016-03-12 04:00:00,21.0,200.0,17.0,27.4
2016-03-12 05:00:00,21.0,200.0,17.0,27.4
2016-03-12 06:00:00,21.0,200.0,17.0,27.4
2016-03-12 07:00:00,21.0,200.0,23.0,28.0
2016-03-12 08:00:00,21.0,200.0,23.0,28.0
2016-03-12 09:00:00,21.0,200.0,23.0,28.0
2016-03-12 10:00:00,21.0,190.0,16.0,32.2
2016-03-12 11:00:00,21.0,190.0,16.0,32.2
2016-03-12 12:00:00,21.0,190.0,16.0,32.2
2016-03-12 13:00:00,21.0,185.0,11.0,33.1
2016-03-12 14:00:00,21.0,185.0,11.0,33.1
2016-03-12 15:00:00,21.0,185.0,11.0,33.1
2016-03-12 16:00:00,21.0,190.0,14.0,32.2
2016-03-12 17:00:00,19.3,190.0,14.0,32.2
2016-03-12 18:00:00,19.7,190.0,14.0,32.2
2016-03-12 19:00:00,18.0,215.0,11.0,28.7
2016-03-12 20:00:00,16.4,215.0,11.0,28.7
2016-03-12 21:00:00,21.0,215.0,11.0,28.7
2016-03-12 22:00:00,19.9,200.0,11.0,28.1
2016-03-12 23:00:00,20.9,200.0,11.0,28.1
2016-03-13 00:00:00,20.6,200.0,11.0,28.1
2016-03-13 01:00:00,19.2,230.0,18.0,27.6
2016-03-13 02:00:00,0.0,230.0,18.0,27.6
2016-03-13 03:00:00,17.9,230.0,18.0,27.6
2016-03-13 04:00:00,27.5,240.0,21.0,27.2
2016-03-13 05:00:00,20.8,240.0,21.0,27.2
2016-03-13 06:00:00,29.0,240.0,21.0,27.2
2016-03-13 07:00:00,30.5,250.0,15.0,27.3
2016-03-13 08:00:00,30.5,250.0,15.0,27.3
2016-03-13 09:00:00,15.7,250.0,15.0,27.3
2016-03-13 10:00:00,26.5,245.0,11.0,31.8
2016-03-13 11:00:00,24.1,245.0,11.0,31.8
2016-03-13 12:00:00,20.1,245.0,11.0,31.8
2016-03-13 13:00:00,16.9,235.0,13.0,33.6
2016-03-13 14:00:00,16.3,235.0,13.0,33.6
2016-03-13 15:00:00,18.3,235.0,13.0,33.6
2016-03-13 16:00:00,17.8,245.0,12.0,33.8
2016-03-13 17:00:00,19.4,245.0,12.0,33.8
2016-03-13 18:00:00,20.3,245.0,12.0,33.8
2016-03-13 19:00:00,24.1,255.0,9.0,29.0
2016-03-13 20:00:00,15.8,255.0,9.0,29.0
2016-03-13 21:00:00,17.6,255.0,9.0,29.0
2016-03-13 22:00:00,26.5,245.0,5.0,28.1
2016-03-13 23:00:00,26.9,245.0,5.0,28.1
2016-03-14 00:00:00,27.4,245.0,5.0,28.1
2016-03-14 01:00:00,25.5,245.0,10.0,27.4
2016-03-14 02:00:00,26.2,245.0,10.0,27.4
2016-03-14 03:00:00,22.6,245.0,10.0,27.4
2016-03-14 04:00:00,25.5,220.0,9.0,26.8
2016-03-14 05:00:00,25.5,220.0,9.0,26.8
2016-03-14 06:00:00,30.5,220.0,9.0,26.8
2016-03-14 07:00:00,33.5,180.0,8.0,27.3
2016-03-14 08:00:00,30.7,180.0,8.0,27.3
2016-03-14 09:00:00,27.3,180.0,8.0,27.3
2016-03-14 10:00:00,24.0,175.0,8.0,31.8
2016-03-14 11:00:00,20.1,175.0,8.0,31.8
2016-03-14 12:00:00,24.6,175.0,8.0,31.8
2016-03-14 13:00:00,21.0,150.0,9.0,34.1
2016-03-14 14:00:00,20.3,150.0,9.0,34.1
2016-03-14 15:00:00,0.0,150.0,9.0,34.1
2016-03-14 16:00:00,22.1,150.0,9.0,35.0
2016-03-14 17:00:00,23.4,150.0,9.0,35.0
2016-03-14 18:00:00,26.6,150.0,9.0,35.0
2016-03-14 19:00:00,26.2,190.0,10.0,28.9
2016-03-14 20:00:00,22.9,190.0,10.0,28.9
2016-03-14 21:00:00,28.1,190.0,10.0,28.9
2016-03-14 22:00:00,28.1,185.0,8.0,28.0
2016-03-14 23:00:00,24.8,185.0,8.0,28.0
2016-03-15 00:00:00,26.1,185.0,8.0,28.0
2016-03-15 01:00:00,24.1,195.0,9.0,27.2
2016-03-15 02:00:00,30.9,195.0,9.0,27.2
2016-03-15 03:00:00,26.1,195.0,9.0,27.2
2016-03-15 04:00:00,27.2,210.0,14.0,26.9
2016-03-15 05:00:00,27.7,210.0,14.0,26.9
2016-03-15 06:00:00,29.4,210.0,14.0,26.9
2016-03-15 07:00:00,30.7,235.0,19.0,27.6
2016-03-15 08:00:00,28.9,235.0,19.0,27.6
2016-03-15 09:00:00,35.6,235.0,19.0,27.6
2016-03-15 10:00:00,33.4,235.0,14.0,32.5
2016-03-15 11:00:00,31.5,235.0,14.0,32.5
2016-03-15 12:00:00,29.7,235.0,14.0,32.5
2016-03-15 13:00:00,28.4,230.0,16.0,34.3
2016-03-15 14:00:00,24.5,230.0,16.0,34.3
2016-03-15 15:00:00,25.9,230.0,16.0,34.3
2016-03-15 16:00:00,26.1,210.0,16.0,34.2
2016-03-15 17:00:00,27.6,210.0,16.0,34.2
2016-03-15 18:00:00,30.5,210.0,16.0,34.2
2016-03-15 19:00:00,29.1,230.0,14.0,29.3
2016-03-15 20:00:00,31.1,230.0,14.0,29.3
2016-03-15 21:00:00,32.0,230.0,14.0,29.3
2016-03-15 22:00:00,32.9,215.0,15.0,28.6
2016-03-15 23:00:00,35.5,215.0,15.0,28.6
2016-03-16 00:00:00,35.2,215.0,15.0,28.6
2016-03-16 01:00:00,31.2,220.0,26.0,28.4
2016-03-16 02:00:00,33.1,220.0,26.0,28.4
2016-03-16 03:00:00,0.0,220.0,26.0,28.4
2016-03-16 04:00:00,0.0,235.0,23.0,27.6
2016-03-16 05:00:00,30.1,235.0,23.0,27.6
2016-03-16 06:00:00,34.9,235.0,23.0,27.6
2016-03-16 07:00:00,33.6,225.0,19.0,27.7
2016-03-16 08:00:00,32.0,225.0,19.0,27.7
2016-03-16 09:00:00,30.3,225.0,19.0,27.7
2016-03-16 10:00:00,27.2,220.0,18.0,32.5
2016-03-16 11:00:00,23.8,220.0,18.0,32.5
2016-03-16 12:00:00,25.8,220.0,18.0,32.5
2016-03-16 13:00:00,23.1,235.0,16.0,34.6
2016-03-16 14:00:00,21.7,235.0,16.0,34.6
2016-03-16 15:00:00,24.9,235.0,16.0,34.6
2016-03-16 16:00:00,26.5,255.0,13.0,34.5
2016-03-16 17:00:00,26.0,255.0,13.0,34.5
2016-03-16 18:00:00,28.5,255.0,13.0,34.5
2016-03-16 19:00:00,27.4,240.0,14.0,29.4
2016-03-16 20:00:00,24.9,240.0,14.0,29.4
2016-03-16 21:00:00,30.1,240.0,14.0,29.4
2016-03-16 22:00:00,33.4,215.0,14.0,28.7
2016-03-16 23:00:00,32.6,215.0,14.0,28.7
2016-03-17 00:00:00,31.2,215.0,14.0,28.7
2016-03-17 01:00:00,29.8,195.0,17.0,28.1
2016-03-17 02:00:00,28.3,195.0,17.0,28.1
2016-03-17 03:00:00,27.6,195.0,17.0,28.1
2016-03-17 04:00:00,28.3,190.0,20.0,27.6
2016-03-17 05:00:00,26.4,190.0,20.0,27.6
2016-03-17 06:00:00,32.7,190.0,20.0,27.6
2016-03-17 07:00:00,34.4,200.0,20.0,28.2
2016-03-17 08:00:00,36.1,200.0,20.0,28.2
2016-03-17 09:00:00,34.4,200.0,20.0,28.2
2016-03-17 10:00:00,28.7,190.0,22.0,32.4
2016-03-17 11:00:00,25.6,190.0,22.0,32.4
2016-03-17 12:00:00,28.8,190.0,22.0,32.4
2016-03-17 13:00:00,30.9,180.0,22.0,35.2
2016-03-17 14:00:00,30.8,180.0,22.0,35.2
2016-03-17 15:00:00,32.2,180.0,22.0,35.2
2016-03-17 16:00:00,29.9,195.0,20.0,35.4
2016-03-17 17:00:00,29.6,195.0,20.0,35.4
2016-03-17 18:00:00,31.8,195.0,20.0,35.4
2016-03-17 19:00:00,31.5,220.0,14.0,30.0
2016-03-17 20:00:00,30.9,220.0,14.0,30.0
2016-03-17 21:00:00,34.8,220.0,14.0,30.0
2016-03-17 22:00:00,34.9,210.0,7.0,28.8
2016-03-17 23:00:00,33.6,210.0,7.0,28.8
2016-03-18 00:00:00,32.2,210.0,7.0,28.8
2016-03-18 01:00:00,32.0,210.0,4.0,28.2
2016-03-18 02:00:00,33.7,210.0,4.0,28.2
2016-03-18 03:00:00,29.9,210.0,4.0,28.2
2016-03-18 04:00:00,34.4,215.0,10.0,27.6
2016-03-18 05:00:00,33.8,215.0,10.0,27.6
2016-03-18 06:00:00,34.9,215.0,10.0,27.6
2016-03-18 07:00:00,35.3,250.0,16.0,28.3
2016-03-18 08:00:00,38.1,250.0,16.0,28.3
2016-03-18 09:00:00,37.4,250.0,16.0,28.3
2016-03-18 10:00:00,33.4,235.0,14.0,33.1
2016-03-18 11:00:00,32.1,235.0,14.0,33.1
2016-03-18 12:00:00,32.3,235.0,14.0,33.1
2016-03-18 13:00:00,31.3,230.0,13.0,35.2
2016-03-18 14:00:00,34.8,230.0,13.0,35.2
2016-03-18 15:00:00,34.0,230.0,13.0,35.2
2016-03-18 16:00:00,33.6,225.0,16.0,35.5
2016-03-18 17:00:00,31.8,225.0,16.0,35.5
2016-03-18 18:00:00,32.4,225.0,16.0,35.5
2016-03-18 19:00:00,31.7,235.0,15.0,30.0
2016-03-18 20:00:00,32.6,235.0,15.0,30.0
2016-03-18 21:00:00,36.6,235.0,15.0,30.0
2016-03-18 22:00:00,33.8,220.0,14.0,28.9
2016-03-18 23:00:00,31.9,220.0,14.0,28.9
2016-03-19 00:00:00,30.9,220.0,14.0,28.9
2016-03-19 01:00:00,37.3,215.0,22.0,28.7
2016-03-19 02:00:00,35.3,215.0,22.0,28.7
2016-03-19 03:00:00,32.4,215.0,22.0,28.7
2016-03-19 04:00:00,33.8,225.0,23.0,28.0
2016-03-19 05:00:00,41.2,225.0,23.0,28.0
2016-03-19 06:00:00,42.2,225.0,23.0,28.0
2016-03-19 07:00:00,40.0,240.0,19.0,28.5
2016-03-19 08:00:00,37.9,240.0,19.0,28.5
2016-03-19 09:00:00,35.0,240.0,19.0,28.5
2016-03-19 10:00:00,41.6,240.0,14.0,32.9
2016-03-19 11:00:00,35.0,240.0,14.0,32.9
2016-03-19 12:00:00,38.0,240.0,14.0,32.9
2016-03-19 13:00:00,39.5,235.0,12.0,35.2
2016-03-19 14:00:00,37.0,235.0,12.0,35.2
2016-03-19 15:00:00,39.9,235.0,12.0,35.2
2016-03-19 16:00:00,32.1,250.0,12.0,35.8
2016-03-19 17:00:00,30.0,250.0,12.0,35.8
2016-03-19 18:00:00,29.5,250.0,12.0,35.8
2016-03-19 19:00:00,37.9,265.0,15.0,30.2
2016-03-19 20:00:00,37.3,265.0,15.0,30.2
2016-03-19 21:00:00,41.6,265.0,15.0,30.2
2016-03-19 22:00:00,41.1,275.0,6.0,28.7
2016-03-19 23:00:00,40.9,275.0,6.0,28.7
2016-03-20 00:00:00,38.7,275.0,6.0,28.7
2016-03-20 01:00:00,33.7,190.0,17.0,28.3
2016-03-20 02:00:00,32.2,190.0,17.0,28.3
2016-03-20 03:00:00,29.7,190.0,17.0,28.3
2016-03-20 04:00:00,32.9,195.0,19.0,27.8
2016-03-20 05:00:00,36.2,195.0,19.0,27.8
2016-03-20 06:00:00,38.8,195.0,19.0,27.8
2016-03-20 07:00:00,44.3,195.0,21.0,28.4
2016-03-20 08:00:00,44.4,195.0,21.0,28.4
2016-03-20 09:00:00,44.7,195.0,21.0,28.4
2016-03-20 10:00:00,39.6,195.0,19.0,32.8
2016-03-20 11:00:00,34.6,195.0,19.0,32.8
2016-03-20 12:00:00,33.4,195.0,19.0,32.8
2016-03-20 13:00:00,31.3,205.0,18.0,35.6
2016-03-20 14:00:00,34.0,205.0,18.0,35.6
2016-03-20 15:00:00,38.2,205.0,18.0,35.6
2016-03-20 16:00:00,38.5,220.0,15.0,34.9
2016-03-20 17:00:00,38.9,220.0,15.0,34.9
2016-03-20 18:00:00,41.5,220.0,15.0,34.9
2016-03-20 19:00:00,48.9,250.0,14.0,29.5
2016-03-20 20:00:00,43.6,250.0,14.0,29.5
2016-03-20 21:00:00,40.2,250.0,14.0,29.5
2016-03-20 22:00:00,32.7,240.0,6.0,28.7
2016-03-20 23:00:00,33.8,240.0,6.0,28.7
2016-03-21 00:00:00,39.0,240.0,6.0,28.7
2016-03-21 01:00:00,41.9,200.0,19.0,28.1
2016-03-21 02:00:00,39.3,200.0,19.0,28.1
2016-03-21 03:00:00,41.9,200.0,19.0,28.1
2016-03-21 04:00:00,37.6,210.0,22.0,27.2
2016-03-21 05:00:00,41.3,210.0,22.0,27.2
2016-03-21 06:00:00,36.7,210.0,22.0,27.2
2016-03-21 07:00:00,40.9,240.0,20.0,28.0
2016-03-21 08:00:00,37.3,240.0,20.0,28.0
2016-03-21 09:00:00,30.6,240.0,20.0,28.0
2016-03-21 10:00:00,39.5,250.0,15.0,32.4
2016-03-21 11:00:00,32.7,250.0,15.0,32.4
2016-03-21 12:00:00,35.9,250.0,15.0,32.4
2016-03-21 13:00:00,28.6,245.0,16.0,34.5
2016-03-21 14:00:00,33.5,245.0,16.0,34.5
2016-03-21 15:00:00,36.5,245.0,16.0,34.5
2016-03-21 16:00:00,41.3,245.0,15.0,35.3
2016-03-21 17:00:00,46.1,245.0,15.0,35.3
2016-03-21 18:00:00,40.1,245.0,15.0,35.3
2016-03-21 19:00:00,46.3,255.0,16.0,30.5
2016-03-21 20:00:00,44.8,255.0,16.0,30.5
2016-03-21 21:00:00,47.5,255.0,16.0,30.5
2016-03-21 22:00:00,43.1,230.0,16.0,29.1
2016-03-21 23:00:00,43.3,230.0,16.0,29.1
2016-03-22 00:00:00,37.7,230.0,16.0,29.1
2016-03-22 01:00:00,34.2,215.0,19.0,28.2
2016-03-22 02:00:00,36.6,215.0,19.0,28.2
2016-03-22 03:00:00,40.5,215.0,19.0,28.2
2016-03-22 04:00:00,39.9,220.0,18.0,27.6
2016-03-22 05:00:00,47.5,220.0,18.0,27.6
2016-03-22 06:00:00,47.7,220.0,18.0,27.6
2016-03-22 07:00:00,41.0,255.0,14.0,28.3
2016-03-22 08:00:00,40.4,255.0,14.0,28.3
2016-03-22 09:00:00,41.3,255.0,14.0,28.3
2016-03-22 10:00:00,46.1,260.0,12.0,32.8
2016-03-22 11:00:00,43.7,260.0,12.0,32.8
2016-03-22 12:00:00,43.3,260.0,12.0,32.8
2016-03-22 13:00:00,43.7,245.0,10.0,35.8
2016-03-22 14:00:00,46.1,245.0,10.0,35.8
2016-03-22 15:00:00,43.4,245.0,10.0,35.8
2016-03-22 16:00:00,33.2,250.0,11.0,35.8
2016-03-22 17:00:00,35.6,250.0,11.0,35.8
2016-03-22 18:00:00,41.6,250.0,11.0,35.8
2016-03-22 19:00:00,43.0,260.0,15.0,30.0
2016-03-22 20:00:00,46.0,260.0,15.0,30.0
2016-03-22 21:00:00,54.2,260.0,15.0,30.0
2016-03-22 22:00:00,63.3,235.0,17.0,28.6
2016-03-22 23:00:00,68.9,235.0,17.0,28.6
2016-03-23 00:00:00,75.8,235.0,17.0,28.6
2016-03-23 01:00:00,79.9,235.0,23.0,28.7
2016-03-23 02:00:00,87.3,235.0,23.0,28.7
2016-03-23 03:00:00,69.5,235.0,23.0,28.7
2016-03-23 04:00:00,74.9,245.0,18.0,28.3
2016-03-23 05:00:00,75.2,245.0,18.0,28.3
2016-03-23 06:00:00,74.5,245.0,18.0,28.3
2016-03-23 07:00:00,77.5,230.0,17.0,28.5
