,PM2.5,WindDir,Wind Speed(km/h),Temp(C)
2016-03-05 17:00:00,37.9,145.0,12.0,37.2
2016-03-05 18:00:00,23.4,145.0,12.0,37.2
2016-03-05 19:00:00,29.5,125.0,2.0,31.1
2016-03-05 20:00:00,32.9,125.0,2.0,31.1
2016-03-05 21:00:00,30.3,125.0,2.0,31.1
2016-03-05 22:00:00,29.4,125.0,11.0,28.3
2016-03-05 23:00:00,27.4,125.0,11.0,28.3
2016-03-06 00:00:00,27.5,125.0,11.0,28.3
2016-03-06 01:00:00,29.6,130.0,9.0,27.4
2016-03-06 02:00:00,29.7,130.0,9.0,27.4
2016-03-06 03:00:00,29.0,130.0,9.0,27.4
2016-03-06 04:00:00,30.6,165.0,13.0,26.1
2016-03-06 05:00:00,31.6,165.0,13.0,26.1
2016-03-06 06:00:00,34.7,165.0,13.0,26.1
2016-03-06 07:00:00,35.1,165.0,19.0,26.6
2016-03-06 08:00:00,31.8,165.0,19.0,26.6
2016-03-06 09:00:00,31.4,165.0,19.0,26.6
2016-03-06 10:00:00,29.4,155.0,16.0,32.3
2016-03-06 11:00:00,29.6,155.0,16.0,32.3
2016-03-06 12:00:00,28.2,155.0,16.0,32.3
2016-03-06 13:00:00,27.8,155.0,15.0,36.3
2016-03-06 14:00:00,25.9,155.0,15.0,36.3
2016-03-06 15:00:00,28.2,155.0,15.0,36.3
2016-03-06 16:00:00,27.5,155.0,14.0,37.5
2016-03-06 17:00:00,26.7,155.0,14.0,37.5
2016-03-06 18:00:00,29.7,155.0,14.0,37.5
2016-03-06 19:00:00,30.9,190.0,9.0,32.5
2016-03-06 20:00:00,31.7,190.0,9.0,32.5
2016-03-06 21:00:00,33.3,190.0,9.0,32.5
2016-03-06 22:00:00,34.2,195.0,6.0,29.3
2016-03-06 23:00:00,26.9,195.0,6.0,29.3
2016-03-07 00:00:00,34.4,195.0,6.0,29.3
2016-03-07 01:00:00,33.9,190.0,6.0,28.5
2016-03-07 02:00:00,32.1,190.0,6.0,28.5
2016-03-07 03:00:00,30.5,190.0,6.0,28.5
2016-03-07 04:00:00,31.9,180.0,9.0,27.2
2016-03-07 05:00:00,34.1,180.0,9.0,27.2
2016-03-07 06:00:00,34.7,180.0,9.0,27.2
2016-03-07 07:00:00,37.4,190.0,12.0,26.9
2016-03-07 08:00:00,33.9,190.0,12.0,26.9
2016-03-07 09:00:00,31.1,190.0,12.0,26.9
2016-03-07 10:00:00,28.7,180.0,11.0,33.1
2016-03-07 11:00:00,29.5,180.0,11.0,33.1
2016-03-07 12:00:00,27.3,180.0,11.0,33.1
2016-03-07 13:00:00,25.4,190.0,10.0,37.0
2016-03-07 14:00:00,24.9,190.0,10.0,37.0
2016-03-07 15:00:00,22.7,190.0,10.0,37.0
2016-03-07 16:00:00,21.9,180.0,10.0,38.9
2016-03-07 17:00:00,23.6,180.0,10.0,38.9
2016-03-07 18:00:00,25.0,180.0,10.0,38.9
2016-03-07 19:00:00,27.7,245.0,13.0,31.9
2016-03-07 20:00:00,29.9,245.0,13.0,31.9
2016-03-07 21:00:00,30.0,245.0,13.0,31.9
2016-03-07 22:00:00,28.3,210.0,16.0,29.8
2016-03-07 23:00:00,31.7,210.0,16.0,29.8
2016-03-08 00:00:00,31.4,210.0,16.0,29.8
2016-03-08 01:00:00,31.9,230.0,16.0,28.8
2016-03-08 02:00:00,29.5,230.0,16.0,28.8
2016-03-08 03:00:00,29.4,230.0,16.0,28.8
2016-03-08 04:00:00,30.6,250.0,16.0,27.4
2016-03-08 05:00:00,31.5,250.0,16.0,27.4
2016-03-08 06:00:00,33.9,250.0,16.0,27.4
2016-03-08 07:00:00,35.8,260.0,13.0,26.8
2016-03-08 08:00:00,33.8,260.0,13.0,26.8
2016-03-08 09:00:00,28.7,260.0,13.0,26.8
2016-03-08 10:00:00,26.9,265.0,10.0,33.4
2016-03-08 11:00:00,28.5,265.0,10.0,33.4
2016-03-08 12:00:00,24.2,265.0,10.0,33.4
2016-03-08 13:00:00,24.0,290.0,11.0,37.6
2016-03-08 14:00:00,22.9,290.0,11.0,37.6
2016-03-08 15:00:00,22.0,290.0,11.0,37.6
2016-03-08 16:00:00,21.7,280.0,9.0,39.7
2016-03-08 17:00:00,24.6,280.0,9.0,39.7
2016-03-08 18:00:00,27.7,280.0,9.0,39.7
2016-03-08 19:00:00,32.7,270.0,20.0,33.2
2016-03-08 20:00:00,31.1,270.0,20.0,33.2
2016-03-08 21:00:00,35.5,270.0,20.0,33.2
2016-03-08 22:00:00,36.7,275.0,15.0,30.8
2016-03-08 23:00:00,37.8,275.0,15.0,30.8
2016-03-09 00:00:00,32.6,275.0,15.0,30.8
2016-03-09 01:00:00,31.4,255.0,13.0,29.2
2016-03-09 02:00:00,28.7,255.0,13.0,29.2
2016-03-09 03:00:00,31.4,255.0,13.0,29.2
2016-03-09 04:00:00,28.3,260.0,14.0,27.3
2016-03-09 05:00:00,32.0,260.0,14.0,27.3
2016-03-09 06:00:00,32.8,260.0,14.0,27.3
2016-03-09 07:00:00,35.2,260.0,11.0,26.7
2016-03-09 08:00:00,28.4,260.0,11.0,26.7
2016-03-09 09:00:00,27.5,260.0,11.0,26.7
2016-03-09 10:00:00,27.2,245.0,9.0,33.5
2016-03-09 11:00:00,27.1,245.0,9.0,33.5
2016-03-09 12:00:00,23.9,245.0,9.0,33.5
2016-03-09 13:00:00,24.8,250.0,13.0,38.3
2016-03-09 14:00:00,26.4,250.0,13.0,38.3
2016-03-09 15:00:00,26.4,250.0,13.0,38.3
2016-03-09 16:00:00,24.3,255.0,11.0,40.6
2016-03-09 17:00:00,23.5,255.0,11.0,40.6
2016-03-09 18:00:00,27.4,255.0,11.0,40.6
2016-03-09 19:00:00,33.4,245.0,17.0,34.4
2016-03-09 20:00:00,36.4,245.0,17.0,34.4
2016-03-09 21:00:00,36.0,245.0,17.0,34.4
2016-03-09 22:00:00,36.1,260.0,14.0,31.6
2016-03-09 23:00:00,39.5,260.0,14.0,31.6
2016-03-10 00:00:00,40.1,260.0,14.0,31.6
2016-03-10 01:00:00,0.0,265.0,16.0,28.4
2016-03-10 02:00:00,36.1,265.0,16.0,28.4
2016-03-10 03:00:00,34.8,265.0,16.0,28.4
2016-03-10 04:00:00,33.1,270.0,18.0,25.8
2016-03-10 05:00:00,36.8,270.0,18.0,25.8
2016-03-10 06:00:00,40.3,270.0,18.0,25.8
2016-03-10 07:00:00,40.7,280.0,14.0,24.8
2016-03-10 08:00:00,37.9,280.0,14.0,24.8
2016-03-10 09:00:00,33.3,280.0,14.0,24.8
2016-03-10 10:00:00,29.0,265.0,8.0,32.4
2016-03-10 11:00:00,28.5,265.0,8.0,32.4
2016-03-10 12:00:00,24.8,265.0,8.0,32.4
2016-03-10 13:00:00,24.1,220.0,8.0,38.5
2016-03-10 14:00:00,25.3,220.0,8.0,38.5
2016-03-10 15:00:00,24.7,220.0,8.0,38.5
2016-03-10 16:00:00,23.3,200.0,5.0,39.8
2016-03-10 17:00:00,22.3,200.0,5.0,39.8
2016-03-10 18:00:00,27.8,200.0,5.0,39.8
2016-03-10 19:00:00,29.9,280.0,15.0,32.5
2016-03-10 20:00:00,32.5,280.0,15.0,32.5
2016-03-10 21:00:00,34.2,280.0,15.0,32.5
2016-03-10 22:00:00,30.9,245.0,6.0,30.1
2016-03-10 23:00:00,28.6,245.0,6.0,30.1
2016-03-11 00:00:00,31.1,245.0,6.0,30.1
2016-03-11 01:00:00,31.9,180.0,3.0,27.8
2016-03-11 02:00:00,31.9,180.0,3.0,27.8
2016-03-11 03:00:00,31.9,180.0,3.0,27.8
2016-03-11 04:00:00,32.0,165.0,7.0,26.4
2016-03-11 05:00:00,32.2,165.0,7.0,26.4
2016-03-11 06:00:00,32.2,165.0,7.0,26.4
2016-03-11 07:00:00,32.2,165.0,11.0,26.4
2016-03-11 08:00:00,32.2,165.0,11.0,26.4
2016-03-11 09:00:00,32.2,165.0,11.0,26.4
2016-03-11 10:00:00,32.2,145.0,15.0,33.0
2016-03-11 11:00:00,32.2,145.0,15.0,33.0
2016-03-11 12:00:00,32.2,145.0,15.0,33.0
2016-03-11 13:00:00,32.0,150.0,12.0,38.5
2016-03-11 14:00:00,32.0,150.0,12.0,38.5
2016-03-11 15:00:00,32.0,150.0,12.0,38.5
2016-03-11 16:00:00,32.0,145.0,12.0,39.6
2016-03-11 17:00:00,32.0,145.0,12.0,39.6
2016-03-11 18:00:00,32.0,145.0,12.0,39.6
2016-03-11 19:00:00,32.1,210.0,12.0,32.2
2016-03-11 20:00:00,32.3,210.0,12.0,32.2
2016-03-11 21:00:00,32.3,210.0,12.0,32.2
2016-03-11 22:00:00,32.3,170.0,21.0,29.6
2016-03-11 23:00:00,32.1,170.0,21.0,29.6
2016-03-12 00:00:00,32.2,170.0,21.0,29.6
2016-03-12 01:00:00,32.2,215.0,24.0,28.7
2016-03-12 02:00:00,32.2,215.0,24.0,28.7
2016-03-12 03:00:00,32.2,215.0,24.0,28.7
2016-03-12 04:00:00,32.0,230.0,20.0,27.6
2016-03-12 05:00:00,32.0,230.0,20.0,27.6
2016-03-12 06:00:00,32.3,230.0,20.0,27.6
2016-03-12 07:00:00,32.2,220.0,19.0,27.6
2016-03-12 08:00:00,32.2,220.0,19.0,27.6
2016-03-12 09:00:00,32.2,220.0,19.0,27.6
2016-03-12 10:00:00,32.2,205.0,15.0,33.0
2016-03-12 11:00:00,32.2,205.0,15.0,33.0
2016-03-12 12:00:00,32.0,205.0,15.0,33.0
2016-03-12 13:00:00,32.0,195.0,15.0,36.8
2016-03-12 14:00:00,31.9,195.0,15.0,36.8
2016-03-12 15:00:00,31.9,195.0,15.0,36.8
2016-03-12 16:00:00,31.9,175.0,17.0,38.3
2016-03-12 17:00:00,17.8,175.0,17.0,38.3
2016-03-12 18:00:00,19.3,175.0,17.0,38.3
2016-03-12 19:00:00,23.1,210.0,25.0,31.8
2016-03-12 20:00:00,24.3,210.0,25.0,31.8
2016-03-12 21:00:00,23.5,210.0,25.0,31.8
2016-03-12 22:00:00,23.0,245.0,19.0,30.3
2016-03-12 23:00:00,24.5,245.0,19.0,30.3
2016-03-13 00:00:00,24.7,245.0,19.0,30.3
2016-03-13 01:00:00,24.5,265.0,19.0,29.1
2016-03-13 02:00:00,0.0,265.0,19.0,29.1
2016-03-13 03:00:00,25.4,265.0,19.0,29.1
2016-03-13 04:00:00,25.4,255.0,20.0,27.4
2016-03-13 05:00:00,21.2,255.0,20.0,27.4
2016-03-13 06:00:00,25.4,255.0,20.0,27.4
2016-03-13 07:00:00,24.6,245.0,17.0,26.7
2016-03-13 08:00:00,25.1,245.0,17.0,26.7
2016-03-13 09:00:00,21.1,245.0,17.0,26.7
2016-03-13 10:00:00,22.3,230.0,13.0,32.6
2016-03-13 11:00:00,20.6,230.0,13.0,32.6
2016-03-13 12:00:00,20.5,230.0,13.0,32.6
2016-03-13 13:00:00,18.7,235.0,10.0,37.9
2016-03-13 14:00:00,18.8,235.0,10.0,37.9
2016-03-13 15:00:00,19.0,235.0,10.0,37.9
2016-03-13 16:00:00,16.7,210.0,7.0,39.6
2016-03-13 17:00:00,17.2,210.0,7.0,39.6
2016-03-13 18:00:00,18.6,210.0,7.0,39.6
2016-03-13 19:00:00,22.7,225.0,18.0,32.7
2016-03-13 20:00:00,23.3,225.0,18.0,32.7
2016-03-13 21:00:00,22.5,225.0,18.0,32.7
2016-03-13 22:00:00,24.4,235.0,16.0,30.6
2016-03-13 23:00:00,23.8,235.0,16.0,30.6
2016-03-14 00:00:00,26.6,235.0,16.0,30.6
2016-03-14 01:00:00,31.3,265.0,12.0,28.8
2016-03-14 02:00:00,29.8,265.0,12.0,28.8
2016-03-14 03:00:00,27.7,265.0,12.0,28.8
2016-03-14 04:00:00,32.8,240.0,10.0,26.9
2016-03-14 05:00:00,29.7,240.0,10.0,26.9
2016-03-14 06:00:00,35.7,240.0,10.0,26.9
2016-03-14 07:00:00,30.0,190.0,7.0,26.3
2016-03-14 08:00:00,28.3,190.0,7.0,26.3
2016-03-14 09:00:00,29.3,190.0,7.0,26.3
2016-03-14 10:00:00,25.6,170.0,7.0,33.3
2016-03-14 11:00:00,19.7,170.0,7.0,33.3
2016-03-14 12:00:00,19.0,170.0,7.0,33.3
2016-03-14 13:00:00,15.8,145.0,5.0,38.4
2016-03-14 14:00:00,16.9,145.0,5.0,38.4
2016-03-14 15:00:00,0.0,145.0,5.0,38.4
2016-03-14 16:00:00,17.9,140.0,5.0,39.5
2016-03-14 17:00:00,18.8,140.0,5.0,39.5
2016-03-14 18:00:00,20.4,140.0,5.0,39.5
2016-03-14 19:00:00,19.7,295.0,14.0,32.4
2016-03-14 20:00:00,23.9,295.0,14.0,32.4
2016-03-14 21:00:00,27.8,295.0,14.0,32.4
2016-03-14 22:00:00,28.5,210.0,8.0,31.1
2016-03-14 23:00:00,28.8,210.0,8.0,31.1
2016-03-15 00:00:00,31.8,210.0,8.0,31.1
2016-03-15 01:00:00,31.1,220.0,12.0,29.3
2016-03-15 02:00:00,29.5,220.0,12.0,29.3
2016-03-15 03:00:00,27.2,220.0,12.0,29.3
2016-03-15 04:00:00,27.8,205.0,11.0,27.2
2016-03-15 05:00:00,32.6,205.0,11.0,27.2
2016-03-15 06:00:00,28.8,205.0,11.0,27.2
2016-03-15 07:00:00,31.0,230.0,16.0,26.8
2016-03-15 08:00:00,27.7,230.0,16.0,26.8
2016-03-15 09:00:00,26.7,230.0,16.0,26.8
2016-03-15 10:00:00,27.1,215.0,15.0,34.1
2016-03-15 11:00:00,23.2,215.0,15.0,34.1
2016-03-15 12:00:00,21.1,215.0,15.0,34.1
2016-03-15 13:00:00,19.1,215.0,14.0,38.6
2016-03-15 14:00:00,19.3,215.0,14.0,38.6
2016-03-15 15:00:00,21.2,215.0,14.0,38.6
2016-03-15 16:00:00,20.9,190.0,12.0,40.4
2016-03-15 17:00:00,20.7,190.0,12.0,40.4
2016-03-15 18:00:00,22.7,190.0,12.0,40.4
2016-03-15 19:00:00,23.2,210.0,22.0,32.5
2016-03-15 20:00:00,27.7,210.0,22.0,32.5
2016-03-15 21:00:00,31.1,210.0,22.0,32.5
2016-03-15 22:00:00,46.7,235.0,14.0,31.3
2016-03-15 23:00:00,34.9,235.0,14.0,31.3
2016-03-16 00:00:00,37.5,235.0,14.0,31.3
2016-03-16 01:00:00,43.4,255.0,18.0,28.5
2016-03-16 02:00:00,43.0,255.0,18.0,28.5
2016-03-16 03:00:00,0.0,255.0,18.0,28.5
2016-03-16 04:00:00,0.0,245.0,22.0,25.6
2016-03-16 05:00:00,33.4,245.0,22.0,25.6
2016-03-16 06:00:00,33.8,245.0,22.0,25.6
2016-03-16 07:00:00,37.3,220.0,24.0,24.8
2016-03-16 08:00:00,36.1,220.0,24.0,24.8
2016-03-16 09:00:00,33.0,220.0,24.0,24.8
2016-03-16 10:00:00,27.9,215.0,22.0,32.4
2016-03-16 11:00:00,26.0,215.0,22.0,32.4
2016-03-16 12:00:00,25.5,215.0,22.0,32.4
2016-03-16 13:00:00,23.3,240.0,15.0,38.2
2016-03-16 14:00:00,21.8,240.0,15.0,38.2
2016-03-16 15:00:00,22.7,240.0,15.0,38.2
2016-03-16 16:00:00,20.7,230.0,12.0,40.4
2016-03-16 17:00:00,22.7,230.0,12.0,40.4
2016-03-16 18:00:00,25.1,230.0,12.0,40.4
2016-03-16 19:00:00,28.1,215.0,20.0,33.2
2016-03-16 20:00:00,31.8,215.0,20.0,33.2
2016-03-16 21:00:00,38.0,215.0,20.0,33.2
2016-03-16 22:00:00,40.6,220.0,12.0,31.1
2016-03-16 23:00:00,36.8,220.0,12.0,31.1
2016-03-17 00:00:00,37.1,220.0,12.0,31.1
2016-03-17 01:00:00,39.4,195.0,19.0,28.3
2016-03-17 02:00:00,39.6,195.0,19.0,28.3
2016-03-17 03:00:00,32.8,195.0,19.0,28.3
2016-03-17 04:00:00,29.8,200.0,21.0,26.2
2016-03-17 05:00:00,27.8,200.0,21.0,26.2
2016-03-17 06:00:00,29.4,200.0,21.0,26.2
2016-03-17 07:00:00,33.6,195.0,20.0,24.8
2016-03-17 08:00:00,37.3,195.0,20.0,24.8
2016-03-17 09:00:00,35.3,195.0,20.0,24.8
2016-03-17 10:00:00,29.2,195.0,21.0,32.4
2016-03-17 11:00:00,26.9,195.0,21.0,32.4
2016-03-17 12:00:00,24.5,195.0,21.0,32.4
2016-03-17 13:00:00,23.3,195.0,14.0,38.2
2016-03-17 14:00:00,22.3,195.0,14.0,38.2
2016-03-17 15:00:00,21.3,195.0,14.0,38.2
2016-03-17 16:00:00,21.0,180.0,8.0,40.3
2016-03-17 17:00:00,20.3,180.0,8.0,40.3
2016-03-17 18:00:00,22.8,180.0,8.0,40.3
2016-03-17 19:00:00,25.6,280.0,11.0,32.4
2016-03-17 20:00:00,28.4,280.0,11.0,32.4
2016-03-17 21:00:00,31.7,280.0,11.0,32.4
2016-03-17 22:00:00,33.5,205.0,9.0,30.3
2016-03-17 23:00:00,34.4,205.0,9.0,30.3
2016-03-18 00:00:00,35.5,205.0,9.0,30.3
2016-03-18 01:00:00,38.5,250.0,8.0,28.6
2016-03-18 02:00:00,35.0,250.0,8.0,28.6
2016-03-18 03:00:00,33.2,250.0,8.0,28.6
2016-03-18 04:00:00,31.0,230.0,9.0,26.8
2016-03-18 05:00:00,31.5,230.0,9.0,26.8
2016-03-18 06:00:00,34.0,230.0,9.0,26.8
2016-03-18 07:00:00,37.2,240.0,12.0,26.3
2016-03-18 08:00:00,35.6,240.0,12.0,26.3
2016-03-18 09:00:00,29.7,240.0,12.0,26.3
2016-03-18 10:00:00,27.6,225.0,11.0,34.0
2016-03-18 11:00:00,24.8,225.0,11.0,34.0
2016-03-18 12:00:00,25.3,225.0,11.0,34.0
2016-03-18 13:00:00,25.0,235.0,10.0,39.6
2016-03-18 14:00:00,25.2,235.0,10.0,39.6
2016-03-18 15:00:00,26.4,235.0,10.0,39.6
2016-03-18 16:00:00,26.1,220.0,10.0,41.0
2016-03-18 17:00:00,24.2,220.0,10.0,41.0
2016-03-18 18:00:00,25.9,220.0,10.0,41.0
2016-03-18 19:00:00,29.1,220.0,19.0,33.2
2016-03-18 20:00:00,31.3,220.0,19.0,33.2
2016-03-18 21:00:00,32.1,220.0,19.0,33.2
2016-03-18 22:00:00,32.5,215.0,17.0,31.7
2016-03-18 23:00:00,33.2,215.0,17.0,31.7
2016-03-19 00:00:00,35.0,215.0,17.0,31.7
2016-03-19 01:00:00,42.3,240.0,14.0,29.7
2016-03-19 02:00:00,45.0,240.0,14.0,29.7
2016-03-19 03:00:00,40.1,240.0,14.0,29.7
2016-03-19 04:00:00,36.3,240.0,13.0,27.2
2016-03-19 05:00:00,38.2,240.0,13.0,27.2
2016-03-19 06:00:00,40.3,240.0,13.0,27.2
2016-03-19 07:00:00,38.0,230.0,18.0,26.4
2016-03-19 08:00:00,41.4,230.0,18.0,26.4
2016-03-19 09:00:00,39.6,230.0,18.0,26.4
2016-03-19 10:00:00,39.5,235.0,15.0,33.6
2016-03-19 11:00:00,37.3,235.0,15.0,33.6
2016-03-19 12:00:00,40.3,235.0,15.0,33.6
2016-03-19 13:00:00,38.4,240.0,12.0,39.2
2016-03-19 14:00:00,38.5,240.0,12.0,39.2
2016-03-19 15:00:00,39.4,240.0,12.0,39.2
2016-03-19 16:00:00,35.2,250.0,9.0,41.3
2016-03-19 17:00:00,37.0,250.0,9.0,41.3
2016-03-19 18:00:00,37.2,250.0,9.0,41.3
2016-03-19 19:00:00,37.6,250.0,15.0,34.1
2016-03-19 20:00:00,37.8,250.0,15.0,34.1
2016-03-19 21:00:00,44.3,250.0,15.0,34.1
2016-03-19 22:00:00,40.9,235.0,12.0,31.7
2016-03-19 23:00:00,42.1,235.0,12.0,31.7
2016-03-20 00:00:00,44.2,235.0,12.0,31.7
2016-03-20 01:00:00,46.2,205.0,14.0,30.1
2016-03-20 02:00:00,39.9,205.0,14.0,30.1
2016-03-20 03:00:00,37.8,205.0,14.0,30.1
2016-03-20 04:00:00,38.3,215.0,16.0,28.5
2016-03-20 05:00:00,37.0,215.0,16.0,28.5
2016-03-20 06:00:00,39.2,215.0,16.0,28.5
2016-03-20 07:00:00,39.7,215.0,15.0,27.9
2016-03-20 08:00:00,35.8,215.0,15.0,27.9
2016-03-20 09:00:00,33.1,215.0,15.0,27.9
2016-03-20 10:00:00,30.3,225.0,12.0,34.2
2016-03-20 11:00:00,27.7,225.0,12.0,34.2
2016-03-20 12:00:00,24.3,225.0,12.0,34.2
2016-03-20 13:00:00,25.8,230.0,12.0,39.9
2016-03-20 14:00:00,28.5,230.0,12.0,39.9
2016-03-20 15:00:00,26.0,230.0,12.0,39.9
2016-03-20 16:00:00,27.1,210.0,9.0,41.4
2016-03-20 17:00:00,25.1,210.0,9.0,41.4
2016-03-20 18:00:00,25.6,210.0,9.0,41.4
2016-03-20 19:00:00,30.8,225.0,16.0,32.9
2016-03-20 20:00:00,33.0,225.0,16.0,32.9
2016-03-20 21:00:00,37.5,225.0,16.0,32.9
2016-03-20 22:00:00,33.7,225.0,14.0,31.9
2016-03-20 23:00:00,35.5,225.0,14.0,31.9
2016-03-21 00:00:00,43.9,225.0,14.0,31.9
2016-03-21 01:00:00,49.3,225.0,12.0,29.5
2016-03-21 02:00:00,44.7,225.0,12.0,29.5
2016-03-21 03:00:00,45.3,225.0,12.0,29.5
2016-03-21 04:00:00,39.4,250.0,14.0,27.4
2016-03-21 05:00:00,37.9,250.0,14.0,27.4
2016-03-21 06:00:00,36.6,250.0,14.0,27.4
2016-03-21 07:00:00,37.2,265.0,17.0,26.8
2016-03-21 08:00:00,39.5,265.0,17.0,26.8
2016-03-21 09:00:00,32.6,265.0,17.0,26.8
2016-03-21 10:00:00,31.8,260.0,17.0,33.7
2016-03-21 11:00:00,28.4,260.0,17.0,33.7
2016-03-21 12:00:00,29.7,260.0,17.0,33.7
2016-03-21 13:00:00,24.7,260.0,15.0,39.1
2016-03-21 14:00:00,23.6,260.0,15.0,39.1
2016-03-21 15:00:00,22.3,260.0,15.0,39.1
2016-03-21 16:00:00,25.0,255.0,12.0,41.3
2016-03-21 17:00:00,24.0,255.0,12.0,41.3
2016-03-21 18:00:00,26.6,255.0,12.0,41.3
2016-03-21 19:00:00,31.8,235.0,19.0,34.3
2016-03-21 20:00:00,36.9,235.0,19.0,34.3
2016-03-21 21:00:00,37.4,235.0,19.0,34.3
2016-03-21 22:00:00,91.8,260.0,13.0,32.3
2016-03-21 23:00:00,112.7,260.0,13.0,32.3
2016-03-22 00:00:00,99.3,260.0,13.0,32.3
2016-03-22 01:00:00,84.6,260.0,9.0,29.2
2016-03-22 02:00:00,85.0,260.0,9.0,29.2
2016-03-22 03:00:00,66.2,260.0,9.0,29.2
2016-03-22 04:00:00,55.4,250.0,13.0,26.7
2016-03-22 05:00:00,52.8,250.0,13.0,26.7
2016-03-22 06:00:00,48.4,250.0,13.0,26.7
2016-03-22 07:00:00,51.0,270.0,12.0,25.4
2016-03-22 08:00:00,46.8,270.0,12.0,25.4
2016-03-22 09:00:00,43.8,270.0,12.0,25.4
2016-03-22 10:00:00,47.2,290.0,11.0,33.8
2016-03-22 11:00:00,43.0,290.0,11.0,33.8
2016-03-22 12:00:00,38.6,290.0,11.0,33.8
2016-03-22 13:00:00,34.8,265.0,10.0,39.8
2016-03-22 14:00:00,32.4,265.0,10.0,39.8
2016-03-22 15:00:00,33.2,265.0,10.0,39.8
2016-03-22 16:00:00,31.8,260.0,11.0,41.5
2016-03-22 17:00:00,38.2,260.0,11.0,41.5
2016-03-22 18:00:00,47.8,260.0,11.0,41.5
2016-03-22 19:00:00,48.4,235.0,19.0,34.1
2016-03-22 20:00:00,42.5,235.0,19.0,34.1
2016-03-22 21:00:00,45.4,235.0,19.0,34.1
2016-03-22 22:00:00,59.9,265.0,14.0,31.8
2016-03-22 23:00:00,66.5,265.0,14.0,31.8
2016-03-23 00:00:00,63.4,265.0,14.0,31.8
2016-03-23 01:00:00,66.2,270.0,15.0,29.3
2016-03-23 02:00:00,67.8,270.0,15.0,29.3
2016-03-23 03:00:00,57.0,270.0,15.0,29.3
2016-03-23 04:00:00,59.5,260.0,17.0,26.1
2016-03-23 05:00:00,59.0,260.0,17.0,26.1
2016-03-23 06:00:00,61.1,260.0,17.0,26.1
2016-03-23 07:00:00,62.0,245.0,18.0,24.7
