,Cambodia_frp,Myanmar_frp,Thailand_frp,Lao_PDR_frp
2016-01-02 15:00:00,0.0,0.0,0.0,0.0
2016-01-02 16:00:00,0.0,0.0,0.0,0.0
2016-01-02 17:00:00,0.0,0.0,0.0,0.0
2016-01-02 18:00:00,0.0,0.0,0.0,0.0
2016-01-02 19:00:00,0.0,0.0,0.0,0.0
2016-01-02 20:00:00,0.0,0.0,0.0,0.0
2016-01-02 21:00:00,0.0,0.0,0.0,0.0
2016-01-02 22:00:00,0.0,0.0,0.0,0.0
2016-01-02 23:00:00,0.0,0.0,0.0,0.0
2016-01-03 00:00:00,0.0,0.0,0.0,0.0
2016-01-03 01:00:00,0.0,0.0,0.0,0.0
2016-01-03 02:00:00,1.120978260869565,0.6986486486486485,1.2474452554744522,0.6679999999999999
2016-01-03 03:00:00,0.0,0.0,0.0,0.0
2016-01-03 04:00:00,0.0,0.0,0.0,0.0
2016-01-03 05:00:00,0.0,0.0,0.0,0.0
2016-01-03 06:00:00,0.0,0.0,0.0,0.0
2016-01-03 07:00:00,0.0,0.0,0.0,0.0
2016-01-03 08:00:00,0.0,0.0,0.0,0.0
2016-01-03 09:00:00,0.0,0.0,0.0,0.0
2016-01-03 10:00:00,0.0,0.0,0.0,0.0
2016-01-03 11:00:00,0.0,0.0,0.0,0.0
2016-01-03 12:00:00,0.0,0.0,0.0,0.0
2016-01-03 13:00:00,6.226255850234009,5.126790123456793,5.3453314917127095,4.155444444444445
2016-01-03 14:00:00,0.0,8.733750000000002,0.0,0.0
2016-01-03 15:00:00,0.0,0.0,0.0,0.0
2016-01-03 16:00:00,0.0,0.0,0.0,0.0
2016-01-03 17:00:00,0.0,0.0,0.0,0.0
2016-01-03 18:00:00,0.0,0.0,0.0,0.0
2016-01-03 19:00:00,0.0,0.0,0.0,0.0
2016-01-03 20:00:00,0.0,0.0,0.0,0.0
2016-01-03 21:00:00,0.0,0.0,0.0,0.0
2016-01-03 22:00:00,0.0,0.0,0.0,0.0
2016-01-03 23:00:00,0.0,0.0,0.0,0.0
2016-01-04 00:00:00,0.0,0.0,0.0,0.0
2016-01-04 01:00:00,1.6618888888888887,1.3627777777777776,1.272085889570553,0.9691666666666666
2016-01-04 02:00:00,0.0,0.0,0.0,0.0
2016-01-04 03:00:00,0.0,0.0,0.0,0.0
2016-01-04 04:00:00,0.0,0.0,0.0,0.0
2016-01-04 05:00:00,0.0,0.0,0.0,0.0
2016-01-04 06:00:00,0.0,0.0,0.0,0.0
2016-01-04 07:00:00,0.0,0.0,0.0,0.0
2016-01-04 08:00:00,0.0,0.0,0.0,0.0
2016-01-04 09:00:00,0.0,0.0,0.0,0.0
2016-01-04 10:00:00,0.0,0.0,0.0,0.0
2016-01-04 11:00:00,0.0,0.0,0.0,0.0
2016-01-04 12:00:00,7.324561752988047,16.840454545454545,5.207465277777782,6.609830508474577
2016-01-04 13:00:00,0.0,0.0,0.0,0.0
2016-01-04 14:00:00,0.0,19.9779120879121,7.6088,0.0
2016-01-04 15:00:00,0.0,0.0,0.0,0.0
2016-01-04 16:00:00,0.0,0.0,0.0,0.0
2016-01-04 17:00:00,0.0,0.0,0.0,0.0
2016-01-04 18:00:00,0.0,0.0,0.0,0.0
2016-01-04 19:00:00,0.0,0.0,0.0,0.0
2016-01-04 20:00:00,0.0,0.0,0.0,0.0
2016-01-04 21:00:00,0.0,0.0,0.0,0.0
2016-01-04 22:00:00,0.0,0.0,0.0,0.0
2016-01-04 23:00:00,0.0,0.0,0.0,0.0
2016-01-05 00:00:00,0.0,0.0,0.0,0.0
2016-01-05 01:00:00,1.599999999999999,2.666923076923077,1.1324107142857145,0.9942857142857144
2016-01-05 02:00:00,0.0,0.0,0.0,0.0
2016-01-05 03:00:00,0.0,1.0175,0.0,0.0
2016-01-05 04:00:00,0.0,0.0,0.0,0.0
2016-01-05 05:00:00,0.0,0.0,0.0,0.0
2016-01-05 06:00:00,0.0,0.0,0.0,0.0
2016-01-05 07:00:00,0.0,0.0,0.0,0.0
2016-01-05 08:00:00,0.0,0.0,0.0,0.0
2016-01-05 09:00:00,0.0,0.0,0.0,0.0
2016-01-05 10:00:00,0.0,0.0,0.0,0.0
2016-01-05 11:00:00,0.0,0.0,0.0,0.0
2016-01-05 12:00:00,7.494375000000002,0.0,11.492698412698411,4.152399999999999
2016-01-05 13:00:00,0.0,0.0,0.0,0.0
2016-01-05 14:00:00,11.93581967213114,6.547106598984772,6.253272251308903,7.220833333333334
2016-01-05 15:00:00,0.0,0.0,0.0,0.0
2016-01-05 16:00:00,0.0,0.0,0.0,0.0
2016-01-05 17:00:00,0.0,0.0,0.0,0.0
2016-01-05 18:00:00,0.0,0.0,0.0,0.0
2016-01-05 19:00:00,0.0,0.0,0.0,0.0
2016-01-05 20:00:00,0.0,0.0,0.0,0.0
2016-01-05 21:00:00,0.0,0.0,0.0,0.0
2016-01-05 22:00:00,0.0,0.0,0.0,0.0
2016-01-05 23:00:00,0.0,0.0,0.0,0.0
2016-01-06 00:00:00,0.0,0.0,0.0,0.0
2016-01-06 01:00:00,1.7661666666666669,3.455,1.6587096774193557,0.8466666666666667
2016-01-06 02:00:00,0.0,2.219523809523809,1.2266666666666668,0.0
2016-01-06 03:00:00,0.0,0.0,0.0,0.0
2016-01-06 04:00:00,0.0,0.0,0.0,0.0
2016-01-06 05:00:00,0.0,0.0,0.0,0.0
2016-01-06 06:00:00,0.0,0.0,0.0,0.0
2016-01-06 07:00:00,0.0,0.0,0.0,0.0
2016-01-06 08:00:00,0.0,0.0,0.0,0.0
2016-01-06 09:00:00,0.0,0.0,0.0,0.0
2016-01-06 10:00:00,0.0,0.0,0.0,0.0
2016-01-06 11:00:00,0.0,0.0,0.0,0.0
2016-01-06 12:00:00,9.842972972972971,0.0,0.0,4.433333333333334
2016-01-06 13:00:00,7.335904761904756,18.27043859649123,6.342258064516133,5.6342
2016-01-06 14:00:00,0.0,0.0,0.0,0.0
2016-01-06 15:00:00,0.0,0.0,0.0,0.0
2016-01-06 16:00:00,0.0,0.0,0.0,0.0
2016-01-06 17:00:00,0.0,0.0,0.0,0.0
2016-01-06 18:00:00,0.0,0.0,0.0,0.0
2016-01-06 19:00:00,0.0,0.0,0.0,0.0
2016-01-06 20:00:00,0.0,0.0,0.0,0.0
2016-01-06 21:00:00,0.0,0.0,0.0,0.0
2016-01-06 22:00:00,0.0,0.0,0.0,0.0
2016-01-06 23:00:00,0.0,0.0,0.0,0.0
2016-01-07 00:00:00,1.3634000000000004,0.0,1.2242857142857144,2.5762499999999995
2016-01-07 01:00:00,0.0,0.0,0.0,0.0
2016-01-07 02:00:00,2.7825,1.8681159420289857,1.211095890410959,0.86
2016-01-07 03:00:00,0.0,0.0,0.0,0.0
2016-01-07 04:00:00,0.0,0.0,0.0,0.0
2016-01-07 05:00:00,0.0,0.0,0.0,0.0
2016-01-07 06:00:00,0.0,0.0,0.0,0.0
2016-01-07 07:00:00,0.0,0.0,0.0,0.0
2016-01-07 08:00:00,0.0,0.0,0.0,0.0
2016-01-07 09:00:00,0.0,0.0,0.0,0.0
2016-01-07 10:00:00,0.0,0.0,0.0,0.0
2016-01-07 11:00:00,0.0,0.0,0.0,0.0
2016-01-07 12:00:00,0.0,0.0,0.0,0.0
2016-01-07 13:00:00,7.4790205371248,4.748351063829787,4.168951406649619,5.606202531645571
2016-01-07 14:00:00,0.0,0.0,0.0,0.0
2016-01-07 15:00:00,0.0,0.0,0.0,0.0
2016-01-07 16:00:00,0.0,0.0,0.0,0.0
2016-01-07 17:00:00,0.0,0.0,0.0,0.0
2016-01-07 18:00:00,0.0,0.0,0.0,0.0
2016-01-07 19:00:00,0.0,0.0,0.0,0.0
2016-01-07 20:00:00,0.0,0.0,0.0,0.0
2016-01-07 21:00:00,0.0,0.0,0.0,0.0
2016-01-07 22:00:00,0.0,0.0,0.0,0.0
2016-01-07 23:00:00,0.0,0.0,0.0,0.0
2016-01-08 00:00:00,0.0,0.0,0.0,0.0
2016-01-08 01:00:00,0.0,0.0,0.0,0.0
2016-01-08 02:00:00,1.8569696969696967,1.1489090909090909,0.993690476190476,0.934
2016-01-08 03:00:00,0.0,0.0,0.0,0.0
2016-01-08 04:00:00,0.0,0.0,0.0,0.0
2016-01-08 05:00:00,0.0,0.0,0.0,0.0
2016-01-08 06:00:00,0.0,0.0,0.0,0.0
2016-01-08 07:00:00,0.0,0.0,0.0,0.0
2016-01-08 08:00:00,0.0,0.0,0.0,0.0
2016-01-08 09:00:00,0.0,0.0,0.0,0.0
2016-01-08 10:00:00,0.0,0.0,0.0,0.0
2016-01-08 11:00:00,0.0,0.0,0.0,0.0
2016-01-08 12:00:00,0.0,0.0,0.0,0.0
2016-01-08 13:00:00,6.733377638780304,6.710402298850574,5.429833333333339,5.112077922077921
2016-01-08 14:00:00,0.0,0.0,0.0,0.0
2016-01-08 15:00:00,0.0,0.0,0.0,0.0
2016-01-08 16:00:00,0.0,0.0,0.0,0.0
2016-01-08 17:00:00,0.0,0.0,0.0,0.0
2016-01-08 18:00:00,0.0,0.0,0.0,0.0
2016-01-08 19:00:00,0.0,0.0,0.0,0.0
2016-01-08 20:00:00,0.0,0.0,0.0,0.0
2016-01-08 21:00:00,0.0,0.0,0.0,0.0
2016-01-08 22:00:00,0.0,0.0,0.0,0.0
2016-01-08 23:00:00,0.0,0.0,0.0,0.0
2016-01-09 00:00:00,0.0,0.0,0.0,0.0
2016-01-09 01:00:00,1.9420408163265304,1.1736111111111114,1.1396590909090902,0.6942857142857143
2016-01-09 02:00:00,0.0,0.0,0.0,0.0
2016-01-09 03:00:00,0.0,0.0,0.0,0.0
2016-01-09 04:00:00,0.0,0.0,0.0,0.0
2016-01-09 05:00:00,0.0,0.0,0.0,0.0
2016-01-09 06:00:00,0.0,0.0,0.0,0.0
2016-01-09 07:00:00,0.0,0.0,0.0,0.0
2016-01-09 08:00:00,0.0,0.0,0.0,0.0
2016-01-09 09:00:00,0.0,0.0,0.0,0.0
2016-01-09 10:00:00,0.0,0.0,0.0,0.0
2016-01-09 11:00:00,0.0,0.0,0.0,0.0
2016-01-09 12:00:00,8.736652173913054,12.056666666666668,6.630499999999999,3.852666666666666
2016-01-09 13:00:00,0.0,4.14421052631579,3.6308,5.502000000000001
2016-01-09 14:00:00,0.0,4.768,0.0,0.0
2016-01-09 15:00:00,0.0,0.0,0.0,0.0
2016-01-09 16:00:00,0.0,0.0,0.0,0.0
2016-01-09 17:00:00,0.0,0.0,0.0,0.0
2016-01-09 18:00:00,0.0,0.0,0.0,0.0
2016-01-09 19:00:00,0.0,0.0,0.0,0.0
2016-01-09 20:00:00,0.0,0.0,0.0,0.0
2016-01-09 21:00:00,0.0,0.0,0.0,0.0
2016-01-09 22:00:00,0.0,0.0,0.0,0.0
2016-01-09 23:00:00,0.0,0.0,0.0,0.0
2016-01-10 00:00:00,0.0,0.0,0.0,0.0
2016-01-10 01:00:00,1.8314159292035397,4.017499999999999,1.4821428571428563,1.912857142857143
2016-01-10 02:00:00,0.0,0.0,0.0,0.0
2016-01-10 03:00:00,0.0,3.71,0.0,0.0
2016-01-10 04:00:00,0.0,0.0,0.0,0.0
2016-01-10 05:00:00,0.0,0.0,0.0,0.0
2016-01-10 06:00:00,0.0,0.0,0.0,0.0
2016-01-10 07:00:00,0.0,0.0,0.0,0.0
2016-01-10 08:00:00,0.0,0.0,0.0,0.0
2016-01-10 09:00:00,0.0,0.0,0.0,0.0
2016-01-10 10:00:00,0.0,0.0,0.0,0.0
2016-01-10 11:00:00,0.0,0.0,0.0,0.0
2016-01-10 12:00:00,5.579310344827587,3.285,6.218,5.133846153846154
2016-01-10 13:00:00,0.0,0.0,0.0,0.0
2016-01-10 14:00:00,9.41,5.48707142857143,5.124210526315787,8.63
2016-01-10 15:00:00,0.0,0.0,0.0,0.0
2016-01-10 16:00:00,0.0,0.0,0.0,0.0
2016-01-10 17:00:00,0.0,0.0,0.0,0.0
2016-01-10 18:00:00,0.0,0.0,0.0,0.0
2016-01-10 19:00:00,0.0,0.0,0.0,0.0
2016-01-10 20:00:00,0.0,0.0,0.0,0.0
2016-01-10 21:00:00,0.0,0.0,0.0,0.0
2016-01-10 22:00:00,0.0,0.0,0.0,0.0
2016-01-10 23:00:00,0.0,0.0,0.0,0.0
2016-01-11 00:00:00,0.0,0.0,0.0,0.0
2016-01-11 01:00:00,2.060344827586207,1.4336363636363638,0.9769565217391304,0.25
2016-01-11 02:00:00,0.0,0.7346153846153847,0.0,0.0
2016-01-11 03:00:00,0.0,0.0,0.0,0.0
2016-01-11 04:00:00,0.0,0.0,0.0,0.0
2016-01-11 05:00:00,0.0,0.0,0.0,0.0
2016-01-11 06:00:00,0.0,0.0,0.0,0.0
2016-01-11 07:00:00,0.0,0.0,0.0,0.0
2016-01-11 08:00:00,0.0,0.0,0.0,0.0
2016-01-11 09:00:00,0.0,0.0,0.0,0.0
2016-01-11 10:00:00,0.0,0.0,0.0,0.0
2016-01-11 11:00:00,0.0,0.0,0.0,0.0
2016-01-11 12:00:00,10.675769230769228,0.0,0.0,0.0
2016-01-11 13:00:00,0.0,0.0,0.0,0.0
2016-01-11 14:00:00,8.44951768488746,6.140858585858586,6.532307692307694,5.104
2016-01-11 15:00:00,0.0,0.0,0.0,0.0
2016-01-11 16:00:00,0.0,0.0,0.0,0.0
2016-01-11 17:00:00,0.0,0.0,0.0,0.0
2016-01-11 18:00:00,0.0,0.0,0.0,0.0
2016-01-11 19:00:00,0.0,0.0,0.0,0.0
2016-01-11 20:00:00,0.0,0.0,0.0,0.0
2016-01-11 21:00:00,0.0,0.0,0.0,0.0
2016-01-11 22:00:00,0.0,0.0,0.0,0.0
2016-01-11 23:00:00,0.0,0.0,0.0,0.0
2016-01-12 00:00:00,1.5130097087378638,0.0,1.67,0.6222222222222222
2016-01-12 01:00:00,0.0,0.0,0.0,0.0
2016-01-12 02:00:00,0.0,0.8153333333333334,1.1727272727272726,1.43
2016-01-12 03:00:00,0.0,0.0,0.0,0.0
2016-01-12 04:00:00,0.0,0.0,0.0,0.0
2016-01-12 05:00:00,0.0,0.0,0.0,0.0
2016-01-12 06:00:00,0.0,0.0,0.0,0.0
2016-01-12 07:00:00,0.0,0.0,0.0,0.0
2016-01-12 08:00:00,0.0,0.0,0.0,0.0
2016-01-12 09:00:00,0.0,0.0,0.0,0.0
2016-01-12 10:00:00,0.0,0.0,0.0,0.0
2016-01-12 11:00:00,0.0,0.0,0.0,0.0
2016-01-12 12:00:00,0.0,0.0,0.0,0.0
2016-01-12 13:00:00,8.133830369357032,4.171137931034487,5.044392156862745,11.867499999999998
2016-01-12 14:00:00,0.0,0.0,0.0,0.0
2016-01-12 15:00:00,0.0,0.0,0.0,0.0
2016-01-12 16:00:00,0.0,0.0,0.0,0.0
2016-01-12 17:00:00,0.0,0.0,0.0,0.0
2016-01-12 18:00:00,0.0,0.0,0.0,0.0
2016-01-12 19:00:00,0.0,0.0,0.0,0.0
2016-01-12 20:00:00,0.0,0.0,0.0,0.0
2016-01-12 21:00:00,0.0,0.0,0.0,0.0
2016-01-12 22:00:00,0.0,0.0,0.0,0.0
2016-01-12 23:00:00,0.0,0.0,0.0,0.0
2016-01-13 00:00:00,1.493,0.0,0.0,0.0
2016-01-13 01:00:00,0.0,0.0,0.0,0.0
2016-01-13 02:00:00,1.335510204081633,0.9503278688524588,1.2585256410256416,0.42
2016-01-13 03:00:00,0.0,0.0,0.0,0.0
2016-01-13 04:00:00,0.0,0.0,0.0,0.0
2016-01-13 05:00:00,0.0,0.0,0.0,0.0
2016-01-13 06:00:00,0.0,0.0,0.0,0.0
2016-01-13 07:00:00,0.0,0.0,0.0,0.0
2016-01-13 08:00:00,0.0,0.0,0.0,0.0
2016-01-13 09:00:00,0.0,0.0,0.0,0.0
2016-01-13 10:00:00,0.0,0.0,0.0,0.0
2016-01-13 11:00:00,0.0,0.0,0.0,0.0
2016-01-13 12:00:00,0.0,0.0,0.0,0.0
2016-01-13 13:00:00,7.176077283372362,5.811106194690265,5.729977728285079,6.083944954128438
2016-01-13 14:00:00,0.0,0.0,0.0,0.0
2016-01-13 15:00:00,0.0,0.0,0.0,0.0
2016-01-13 16:00:00,0.0,0.0,0.0,0.0
2016-01-13 17:00:00,0.0,0.0,0.0,0.0
2016-01-13 18:00:00,0.0,0.0,0.0,0.0
2016-01-13 19:00:00,0.0,0.0,0.0,0.0
2016-01-13 20:00:00,0.0,0.0,0.0,0.0
2016-01-13 21:00:00,0.0,0.0,0.0,0.0
2016-01-13 22:00:00,0.0,0.0,0.0,0.0
2016-01-13 23:00:00,0.0,0.0,0.0,0.0
2016-01-14 00:00:00,0.0,0.0,0.0,0.0
2016-01-14 01:00:00,2.100638297872341,0.8707999999999998,1.0923021582733814,1.1920000000000002
2016-01-14 02:00:00,0.0,0.0,0.0,0.0
2016-01-14 03:00:00,0.0,0.0,0.0,0.0
2016-01-14 04:00:00,0.0,0.0,0.0,0.0
2016-01-14 05:00:00,0.0,0.0,0.0,0.0
2016-01-14 06:00:00,0.0,0.0,0.0,0.0
2016-01-14 07:00:00,0.0,0.0,0.0,0.0
2016-01-14 08:00:00,0.0,0.0,0.0,0.0
2016-01-14 09:00:00,0.0,0.0,0.0,0.0
2016-01-14 10:00:00,0.0,0.0,0.0,0.0
2016-01-14 11:00:00,0.0,0.0,0.0,0.0
2016-01-14 12:00:00,0.0,0.0,0.0,0.0
2016-01-14 13:00:00,6.3054492291334405,4.22095238095238,8.35144736842106,5.843333333333336
2016-01-14 14:00:00,0.0,7.545000000000001,0.0,0.0
2016-01-14 15:00:00,0.0,0.0,0.0,0.0
2016-01-14 16:00:00,0.0,0.0,0.0,0.0
2016-01-14 17:00:00,0.0,0.0,0.0,0.0
2016-01-14 18:00:00,0.0,0.0,0.0,0.0
2016-01-14 19:00:00,0.0,0.0,0.0,0.0
2016-01-14 20:00:00,0.0,0.0,0.0,0.0
2016-01-14 21:00:00,0.0,0.0,0.0,0.0
2016-01-14 22:00:00,0.0,0.0,0.0,0.0
2016-01-14 23:00:00,0.0,0.0,0.0,0.0
2016-01-15 00:00:00,0.0,0.0,0.0,0.0
2016-01-15 01:00:00,1.2641304347826094,1.234375,1.7098058252427175,1.3621428571428569
2016-01-15 02:00:00,0.0,0.0,0.0,0.0
2016-01-15 03:00:00,0.0,1.955,0.0,0.0
2016-01-15 04:00:00,0.0,0.0,0.0,0.0
2016-01-15 05:00:00,0.0,0.0,0.0,0.0
2016-01-15 06:00:00,0.0,0.0,0.0,0.0
2016-01-15 07:00:00,0.0,0.0,0.0,0.0
2016-01-15 08:00:00,0.0,0.0,0.0,0.0
2016-01-15 09:00:00,0.0,0.0,0.0,0.0
2016-01-15 10:00:00,0.0,0.0,0.0,0.0
2016-01-15 11:00:00,0.0,0.0,0.0,0.0
2016-01-15 12:00:00,6.415014577259476,6.836666666666668,6.3128205128205135,4.466666666666667
2016-01-15 13:00:00,0.0,0.0,0.0,0.0
2016-01-15 14:00:00,0.0,5.815426356589146,8.527605633802816,0.0
2016-01-15 15:00:00,0.0,0.0,0.0,0.0
2016-01-15 16:00:00,0.0,0.0,0.0,0.0
2016-01-15 17:00:00,0.0,0.0,0.0,0.0
2016-01-15 18:00:00,0.0,0.0,0.0,0.0
2016-01-15 19:00:00,0.0,0.0,0.0,0.0
2016-01-15 20:00:00,0.0,0.0,0.0,0.0
2016-01-15 21:00:00,0.0,0.0,0.0,0.0
2016-01-15 22:00:00,0.0,0.0,0.0,0.0
2016-01-15 23:00:00,0.0,0.0,0.0,0.0
2016-01-16 00:00:00,0.0,0.0,0.0,0.0
2016-01-16 01:00:00,1.3319230769230768,0.8233333333333333,1.1750000000000005,0.966
2016-01-16 02:00:00,0.0,0.9076923076923076,0.752,0.0
2016-01-16 03:00:00,0.0,0.0,0.0,0.0
2016-01-16 04:00:00,0.0,0.0,0.0,0.0
2016-01-16 05:00:00,0.0,0.0,0.0,0.0
2016-01-16 06:00:00,0.0,0.0,0.0,0.0
2016-01-16 07:00:00,0.0,0.0,0.0,0.0
2016-01-16 08:00:00,0.0,0.0,0.0,0.0
2016-01-16 09:00:00,0.0,0.0,0.0,0.0
2016-01-16 10:00:00,0.0,0.0,0.0,0.0
2016-01-16 11:00:00,0.0,0.0,0.0,0.0
2016-01-16 12:00:00,9.50709401709402,0.0,5.57,4.804285714285713
2016-01-16 13:00:00,0.0,0.0,0.0,0.0
2016-01-16 14:00:00,9.24920863309352,5.47991017964072,6.190833333333328,8.769166666666669
2016-01-16 15:00:00,0.0,0.0,0.0,0.0
2016-01-16 16:00:00,0.0,0.0,0.0,0.0
2016-01-16 17:00:00,0.0,0.0,0.0,0.0
2016-01-16 18:00:00,0.0,0.0,0.0,0.0
2016-01-16 19:00:00,0.0,0.0,0.0,0.0
2016-01-16 20:00:00,0.0,0.0,0.0,0.0
2016-01-16 21:00:00,0.0,0.0,0.0,0.0
2016-01-16 22:00:00,0.0,0.0,0.0,0.0
2016-01-16 23:00:00,0.0,0.0,0.0,0.0
2016-01-17 00:00:00,0.0,0.0,0.95,1.16
2016-01-17 01:00:00,1.9788333333333332,0.0,1.7875000000000003,0.0
2016-01-17 02:00:00,0.0,1.1742857142857142,1.1804819277108431,1.2442857142857142
2016-01-17 03:00:00,0.0,0.0,0.0,0.0
2016-01-17 04:00:00,0.0,0.0,0.0,0.0
2016-01-17 05:00:00,0.0,0.0,0.0,0.0
2016-01-17 06:00:00,0.0,0.0,0.0,0.0
2016-01-17 07:00:00,0.0,0.0,0.0,0.0
2016-01-17 08:00:00,0.0,0.0,0.0,0.0
2016-01-17 09:00:00,0.0,0.0,0.0,0.0
2016-01-17 10:00:00,0.0,0.0,0.0,0.0
2016-01-17 11:00:00,0.0,0.0,0.0,0.0
2016-01-17 12:00:00,0.0,0.0,0.0,0.0
2016-01-17 13:00:00,7.764122807017546,5.041025641025637,5.962385496183209,14.111851851851853
2016-01-17 14:00:00,0.0,0.0,0.0,0.0
2016-01-17 15:00:00,0.0,0.0,0.0,0.0
2016-01-17 16:00:00,0.0,0.0,0.0,0.0
2016-01-17 17:00:00,0.0,0.0,0.0,0.0
2016-01-17 18:00:00,0.0,0.0,0.0,0.0
2016-01-17 19:00:00,0.0,0.0,0.0,0.0
2016-01-17 20:00:00,0.0,0.0,0.0,0.0
2016-01-17 21:00:00,0.0,0.0,0.0,0.0
2016-01-17 22:00:00,0.0,0.0,0.0,0.0
2016-01-17 23:00:00,0.0,0.0,0.0,0.0
2016-01-18 00:00:00,1.6886363636363633,0.0,0.0,0.0
2016-01-18 01:00:00,0.0,0.0,0.0,0.0
2016-01-18 02:00:00,2.025454545454545,0.8316666666666669,1.16921052631579,2.6814285714285715
2016-01-18 03:00:00,0.0,0.0,0.0,0.0
2016-01-18 04:00:00,0.0,0.0,0.0,0.0
2016-01-18 05:00:00,0.0,0.0,0.0,0.0
2016-01-18 06:00:00,0.0,0.0,0.0,0.0
2016-01-18 07:00:00,0.0,0.0,0.0,0.0
2016-01-18 08:00:00,0.0,0.0,0.0,0.0
2016-01-18 09:00:00,0.0,0.0,0.0,0.0
2016-01-18 10:00:00,0.0,0.0,0.0,0.0
2016-01-18 11:00:00,0.0,0.0,0.0,0.0
2016-01-18 12:00:00,0.0,0.0,0.0,0.0
2016-01-18 13:00:00,7.418879310344826,5.584340909090913,5.033719999999995,10.741
2016-01-18 14:00:00,0.0,0.0,0.0,0.0
2016-01-18 15:00:00,0.0,0.0,0.0,0.0
2016-01-18 16:00:00,0.0,0.0,0.0,0.0
2016-01-18 17:00:00,0.0,0.0,0.0,0.0
2016-01-18 18:00:00,0.0,0.0,0.0,0.0
2016-01-18 19:00:00,0.0,0.0,0.0,0.0
2016-01-18 20:00:00,0.0,0.0,0.0,0.0
2016-01-18 21:00:00,0.0,0.0,0.0,0.0
2016-01-18 22:00:00,0.0,0.0,0.0,0.0
2016-01-18 23:00:00,0.0,0.0,0.0,0.0
2016-01-19 00:00:00,0.0,0.0,0.0,0.0
2016-01-19 01:00:00,0.0,0.0,0.0,0.0
2016-01-19 02:00:00,1.2325454545454548,1.0238541666666667,0.9639861111111102,0.496
2016-01-19 03:00:00,0.0,0.0,0.0,0.0
2016-01-19 04:00:00,0.0,0.0,0.0,0.0
2016-01-19 05:00:00,0.0,0.0,0.0,0.0
2016-01-19 06:00:00,0.0,0.0,0.0,0.0
2016-01-19 07:00:00,0.0,0.0,0.0,0.0
2016-01-19 08:00:00,0.0,0.0,0.0,0.0
2016-01-19 09:00:00,0.0,0.0,0.0,0.0
2016-01-19 10:00:00,0.0,0.0,0.0,0.0
2016-01-19 11:00:00,0.0,0.0,0.0,0.0
2016-01-19 12:00:00,0.0,0.0,0.0,0.0
2016-01-19 13:00:00,7.059614361702136,5.531566820276496,6.22857142857143,4.49875
2016-01-19 14:00:00,0.0,5.36,0.0,0.0
2016-01-19 15:00:00,0.0,0.0,0.0,0.0
2016-01-19 16:00:00,0.0,0.0,0.0,0.0
2016-01-19 17:00:00,0.0,0.0,0.0,0.0
2016-01-19 18:00:00,0.0,0.0,0.0,0.0
2016-01-19 19:00:00,0.0,0.0,0.0,0.0
2016-01-19 20:00:00,0.0,0.0,0.0,0.0
2016-01-19 21:00:00,0.0,0.0,0.0,0.0
2016-01-19 22:00:00,0.0,0.0,0.0,0.0
2016-01-19 23:00:00,0.0,0.0,0.0,0.0
2016-01-20 00:00:00,0.0,0.0,0.0,0.0
2016-01-20 01:00:00,0.928125,1.2696,1.397953216374269,0.0
2016-01-20 02:00:00,0.0,0.0,0.0,0.0
2016-01-20 03:00:00,0.0,0.0,0.0,0.0
2016-01-20 04:00:00,0.0,0.0,0.0,0.0
2016-01-20 05:00:00,0.0,0.0,0.0,0.0
