,PM2.5,WindDir,Wind Speed(km/h),Temp(C),Cambodia_frp,Myanmar_frp,Thailand_frp,Lao_PDR_frp
2017-11-11 09:00:00,13.2,90.0,39.0,23.3,0.0,0.0,0.0,0.0
2017-11-11 10:00:00,16.7,85.0,35.0,28.8,0.0,0.0,0.0,0.0
2017-11-11 11:00:00,16.3,85.0,35.0,28.8,0.0,0.0,0.0,0.0
2017-11-11 12:00:00,15.0,85.0,35.0,28.8,6.08,3.32,2.6258333333333335,5.236
2017-11-11 13:00:00,20.4,70.0,24.0,31.3,0.0,13.246666666666668,0.0,0.0
2017-11-11 14:00:00,31.5,70.0,24.0,31.3,0.0,10.418333333333333,0.0,0.0
2017-11-11 15:00:00,30.5,70.0,24.0,31.3,0.0,0.0,0.0,0.0
2017-11-11 16:00:00,19.05,65.0,20.0,30.5,0.0,0.0,0.0,0.0
2017-11-11 17:00:00,28.2,65.0,20.0,30.5,0.0,0.0,0.0,0.0
2017-11-11 18:00:00,25.4,65.0,20.0,30.5,0.0,0.0,0.0,0.0
2017-11-11 19:00:00,18.3,75.0,23.0,26.4,0.0,0.0,0.0,0.0
2017-11-11 20:00:00,19.05,75.0,23.0,26.4,0.0,0.0,0.0,0.0
2017-11-11 21:00:00,17.3,75.0,23.0,26.4,0.0,0.0,0.0,0.0
2017-11-11 22:00:00,17.4,80.0,23.0,25.2,0.0,0.0,0.0,0.0
2017-11-11 23:00:00,15.4,80.0,23.0,25.2,0.0,0.0,0.0,0.0
2017-11-12 00:00:00,15.4,80.0,23.0,25.2,0.0,0.0,0.0,0.0
2017-11-12 01:00:00,19.2,60.0,18.0,23.7,1.4024999999999999,1.2933333333333332,1.3011764705882354,0.584
2017-11-12 02:00:00,18.1,60.0,18.0,23.7,0.0,0.0,0.0,0.0
2017-11-12 03:00:00,24.2,60.0,18.0,23.7,0.0,1.04,0.0,0.0
2017-11-12 04:00:00,21.3,65.0,22.0,22.6,0.0,0.0,0.0,0.0
2017-11-12 05:00:00,20.5,65.0,22.0,22.6,0.0,0.0,0.0,0.0
2017-11-12 06:00:00,15.4,65.0,22.0,22.6,0.0,0.0,0.0,0.0
2017-11-12 07:00:00,14.0,70.0,25.0,23.7,0.0,0.0,0.0,0.0
2017-11-12 08:00:00,13.4,70.0,25.0,23.7,0.0,0.0,0.0,0.0
2017-11-12 09:00:00,15.8,70.0,25.0,23.7,0.0,0.0,0.0,0.0
2017-11-12 10:00:00,12.3,70.0,27.0,28.8,0.0,0.0,0.0,0.0
2017-11-12 11:00:00,14.9,70.0,27.0,28.8,0.0,0.0,0.0,0.0
2017-11-12 12:00:00,15.1,70.0,27.0,28.8,0.0,5.2299999999999995,6.734285714285714,2.665
2017-11-12 13:00:00,21.5,70.0,18.0,31.7,0.0,0.0,0.0,0.0
2017-11-12 14:00:00,34.5,70.0,18.0,31.7,0.0,4.34,3.785,0.0
2017-11-12 15:00:00,36.2,70.0,18.0,31.7,0.0,0.0,0.0,0.0
2017-11-12 16:00:00,28.4,70.0,15.0,31.3,0.0,0.0,0.0,0.0
2017-11-12 17:00:00,28.6,70.0,15.0,31.3,0.0,0.0,0.0,0.0
2017-11-12 18:00:00,27.5,70.0,15.0,31.3,0.0,0.0,0.0,0.0
2017-11-12 19:00:00,23.9,85.0,13.0,27.4,0.0,0.0,0.0,0.0
2017-11-12 20:00:00,21.4,85.0,13.0,27.4,0.0,0.0,0.0,0.0
2017-11-12 21:00:00,18.9,85.0,13.0,27.4,0.0,0.0,0.0,0.0
2017-11-12 22:00:00,19.5,85.0,13.0,25.3,0.0,0.0,0.0,0.0
2017-11-12 23:00:00,23.3,85.0,13.0,25.3,0.0,0.0,0.0,0.0
2017-11-13 00:00:00,28.2,85.0,13.0,25.3,0.0,0.0,0.0,0.0
2017-11-13 01:00:00,25.7,90.0,15.0,24.5,1.12,0.0,1.4030769230769229,0.5299999999999999
2017-11-13 02:00:00,31.1,90.0,15.0,24.5,0.0,1.4100000000000001,0.0,0.0
2017-11-13 03:00:00,32.8,90.0,15.0,24.5,0.0,0.0,0.0,0.0
2017-11-13 04:00:00,25.0,75.0,10.0,23.4,0.0,0.0,0.0,0.0
2017-11-13 05:00:00,22.3,75.0,10.0,23.4,0.0,0.0,0.0,0.0
2017-11-13 06:00:00,17.9,75.0,10.0,23.4,0.0,0.0,0.0,0.0
2017-11-13 07:00:00,19.5,55.0,12.0,24.1,0.0,0.0,0.0,0.0
2017-11-13 08:00:00,15.7,55.0,12.0,24.1,0.0,0.0,0.0,0.0
2017-11-13 09:00:00,14.6,55.0,12.0,24.1,0.0,0.0,0.0,0.0
2017-11-13 10:00:00,15.3,55.0,13.0,29.0,0.0,0.0,0.0,0.0
2017-11-13 11:00:00,15.4,55.0,13.0,29.0,0.0,0.0,0.0,0.0
2017-11-13 12:00:00,19.9,55.0,13.0,29.0,0.0,0.0,0.0,0.0
