,Chanthaburi,Chanthaburi,Chanthaburi,Chanthaburi
,Temp,WindDir,Wind Speed,PM2.5
Datetime,,,,
2016-12-25 07:00:00,25.2,75,31,18.3
2016-12-25 10:00:00,29.4,65,26,32.733333333333334
2016-12-25 13:00:00,31.5,50,33,33.43333333333334
2016-12-25 16:00:00,31.3,55,26,42.3
2016-12-25 19:00:00,27.1,50,24,40.53333333333334
2016-12-25 22:00:00,25.7,55,25,36.16666666666666
2016-12-26 01:00:00,24.8,40,24,37.4
2016-12-26 04:00:00,25.0,55,25,33.53333333333333
2016-12-26 07:00:00,25.7,45,30,25.7
2016-12-26 10:00:00,30.2,45,33,20.33333333333333
2016-12-26 13:00:00,32.8,50,22,27.7
2016-12-26 16:00:00,32.1,50,22,40.66666666666666
2016-12-26 19:00:00,27.7,40,26,38.16666666666666
2016-12-26 22:00:00,26.5,45,29,27.266666666666666
2016-12-27 01:00:00,25.4,40,28,28.03333333333333
2016-12-27 04:00:00,24.8,45,32,29.266666666666666
2016-12-27 07:00:00,24.7,45,43,21.6
2016-12-27 10:00:00,29.1,45,39,22.96666666666667
2016-12-27 13:00:00,31.8,40,33,28.633333333333336
2016-12-27 16:00:00,31.5,50,28,28.23333333333333
2016-12-27 19:00:00,26.8,40,33,23.066666666666663
2016-12-27 22:00:00,25.5,65,33,19.066666666666663
2016-12-28 01:00:00,25.0,55,30,16.26666666666667
2016-12-28 04:00:00,23.4,75,24,18.866666666666667
2016-12-28 07:00:00,21.9,95,8,22.5
2016-12-28 10:00:00,24.9,75,6,27.633333333333336
2016-12-28 13:00:00,29.5,20,13,26.766666666666666
2016-12-28 16:00:00,29.4,50,19,29.5
2016-12-28 19:00:00,25.5,25,17,25.066666666666663
2016-12-28 22:00:00,24.2,55,18,24.0
2016-12-29 01:00:00,23.5,90,15,28.83333333333333
2016-12-29 04:00:00,21.8,75,12,34.46666666666667
2016-12-29 07:00:00,20.9,45,24,29.03333333333333
2016-12-29 10:00:00,24.8,65,29,26.566666666666663
2016-12-29 13:00:00,30.1,55,36,33.73333333333333
2016-12-29 16:00:00,29.7,65,45,29.166666666666668
2016-12-29 19:00:00,25.3,60,41,28.066666666666663
2016-12-29 22:00:00,24.1,70,43,32.0
2016-12-30 01:00:00,23.3,55,24,27.83333333333333
2016-12-30 04:00:00,21.7,80,26,37.06666666666666
2016-12-30 07:00:00,20.8,95,25,28.933333333333334
2016-12-30 10:00:00,24.4,95,34,24.33333333333333
2016-12-30 13:00:00,29.2,85,46,36.16666666666666
2016-12-30 16:00:00,29.5,75,48,23.8
2016-12-30 19:00:00,25.3,80,50,30.5
2016-12-30 22:00:00,24.5,85,46,36.86666666666667
2016-12-31 01:00:00,24.5,90,43,28.3
2016-12-31 04:00:00,24.0,90,42,34.33333333333333
2016-12-31 07:00:00,22.8,90,47,25.066666666666663
2016-12-31 10:00:00,26.1,90,51,22.0
2016-12-31 13:00:00,30.8,70,46,34.96666666666667
2016-12-31 16:00:00,31.0,70,40,20.8
2016-12-31 19:00:00,27.0,75,42,28.8
2016-12-31 22:00:00,25.1,90,48,27.5
2017-01-01 01:00:00,23.8,95,55,15.0
2017-01-01 04:00:00,23.3,95,48,22.83333333333333
2017-01-01 07:00:00,22.8,95,27,19.0
2017-01-01 10:00:00,27.2,90,35,20.73333333333333
2017-01-01 13:00:00,31.3,90,35,34.766666666666666
2017-01-01 16:00:00,31.3,80,32,21.03333333333333
2017-01-01 19:00:00,26.8,80,28,23.633333333333336
2017-01-01 22:00:00,25.6,70,40,22.53333333333333
2017-01-02 01:00:00,25.0,50,45,17.433333333333334
2017-01-02 04:00:00,24.9,65,43,26.46666666666667
2017-01-02 07:00:00,24.0,70,43,15.5
2017-01-02 10:00:00,28.4,80,54,15.466666666666669
2017-01-02 13:00:00,31.8,80,43,29.633333333333336
2017-01-02 16:00:00,31.8,75,34,26.366666666666664
2017-01-02 19:00:00,27.5,75,39,27.433333333333337
2017-01-02 22:00:00,26.1,75,43,21.066666666666663
2017-01-03 01:00:00,25.6,70,48,20.433333333333334
2017-01-03 04:00:00,25.8,70,49,25.2
2017-01-03 07:00:00,24.9,75,54,14.8
2017-01-03 10:00:00,28.6,85,53,14.833333333333334
2017-01-03 13:00:00,31.6,80,41,32.63333333333333
2017-01-03 16:00:00,31.5,75,31,27.366666666666664
2017-01-03 19:00:00,27.7,85,26,29.83333333333333
2017-01-03 22:00:00,26.3,90,30,25.5
2017-01-04 01:00:00,25.4,85,27,20.33333333333333
2017-01-04 04:00:00,25.2,85,30,24.966666666666665
2017-01-04 07:00:00,24.8,95,27,18.73333333333333
2017-01-04 10:00:00,28.5,100,30,26.2
2017-01-04 13:00:00,31.6,70,37,30.8
2017-01-04 16:00:00,31.4,75,34,28.766666666666666
2017-01-04 19:00:00,27.5,85,30,29.866666666666664
2017-01-04 22:00:00,26.1,85,32,25.633333333333336
2017-01-05 01:00:00,24.9,85,38,26.933333333333334
2017-01-05 04:00:00,24.5,90,42,30.53333333333333
2017-01-05 07:00:00,24.8,90,47,29.133333333333336
2017-01-05 10:00:00,29.0,100,42,22.933333333333334
2017-01-05 13:00:00,31.6,85,28,32.833333333333336
2017-01-05 16:00:00,31.0,85,25,40.86666666666667
2017-01-05 19:00:00,27.0,110,24,36.56666666666667
2017-01-05 22:00:00,25.8,100,28,24.23333333333333
2017-01-06 01:00:00,24.9,100,34,28.066666666666663
2017-01-06 04:00:00,24.5,100,34,24.8
2017-01-06 07:00:00,24.3,100,31,19.33333333333333
2017-01-06 10:00:00,27.5,105,28,21.6
2017-01-06 13:00:00,30.2,90,26,34.96666666666667
2017-01-06 16:00:00,29.7,75,26,29.73333333333333
2017-01-06 19:00:00,26.3,80,25,31.7
2017-01-06 22:00:00,26.2,80,31,42.03333333333333
2017-01-07 01:00:00,25.3,90,34,29.366666666666664
2017-01-07 04:00:00,24.8,100,31,34.96666666666666
2017-01-07 07:00:00,24.5,95,24,24.0
2017-01-07 10:00:00,28.7,100,27,28.53333333333333
2017-01-07 13:00:00,30.5,100,24,40.5
2017-01-07 16:00:00,30.2,75,20,44.6
2017-01-07 19:00:00,27.0,75,22,33.66111111111111
2017-01-07 22:00:00,26.2,80,30,33.66111111111111
2017-01-08 01:00:00,25.3,90,32,27.517129629629622
2017-01-08 04:00:00,24.9,95,32,27.517129629629622
2017-01-08 07:00:00,25.1,95,29,27.517129629629622
2017-01-08 10:00:00,29.2,95,29,27.517129629629622
2017-01-08 13:00:00,29.4,100,25,27.517129629629622
2017-01-08 16:00:00,29.2,95,20,27.517129629629622
2017-01-08 19:00:00,26.2,105,22,27.517129629629622
2017-01-08 22:00:00,25.6,105,24,27.517129629629622
2017-01-09 01:00:00,24.8,110,26,27.517129629629622
2017-01-09 04:00:00,24.6,105,29,27.517129629629622
2017-01-09 07:00:00,24.8,105,26,27.517129629629622
2017-01-09 10:00:00,28.0,115,25,27.517129629629622
2017-01-09 13:00:00,29.7,115,24,27.517129629629622
2017-01-09 16:00:00,30.0,95,17,27.517129629629622
2017-01-09 19:00:00,26.7,95,19,27.517129629629622
2017-01-09 22:00:00,26.0,105,24,27.517129629629622
2017-01-10 01:00:00,24.8,105,30,27.517129629629622
2017-01-10 04:00:00,24.8,110,27,27.517129629629622
2017-01-10 07:00:00,24.7,120,22,27.517129629629622
2017-01-10 10:00:00,29.2,130,19,27.517129629629622
2017-01-10 13:00:00,30.8,120,15,27.517129629629622
2017-01-10 16:00:00,28.9,105,11,27.517129629629622
2017-01-10 19:00:00,25.7,120,14,27.517129629629622
2017-01-10 22:00:00,25.2,110,13,27.517129629629622
2017-01-11 01:00:00,24.6,85,22,27.517129629629622
2017-01-11 04:00:00,24.0,95,25,27.517129629629622
2017-01-11 07:00:00,25.0,115,24,27.517129629629622
2017-01-11 10:00:00,29.2,135,15,27.517129629629622
2017-01-11 13:00:00,29.7,195,8,27.517129629629622
2017-01-11 16:00:00,28.5,185,8,27.517129629629622
2017-01-11 19:00:00,25.6,195,7,27.517129629629622
2017-01-11 22:00:00,25.2,170,8,27.517129629629622
2017-01-12 01:00:00,24.7,180,10,16.45
2017-01-12 04:00:00,24.2,175,7,15.733333333333334
2017-01-12 07:00:00,24.6,170,11,14.033333333333331
2017-01-12 10:00:00,28.5,160,10,19.6
2017-01-12 13:00:00,29.9,160,5,16.733333333333334
2017-01-12 16:00:00,28.9,155,1,14.666666666666666
2017-01-12 19:00:00,25.5,75,4,12.2
2017-01-12 22:00:00,24.8,50,4,14.9
2017-01-13 01:00:00,24.1,75,2,14.066666666666668
2017-01-13 04:00:00,23.6,90,7,16.0
2017-01-13 07:00:00,24.8,95,14,15.0
2017-01-13 10:00:00,29.8,90,15,17.166666666666668
2017-01-13 13:00:00,31.5,50,10,18.266666666666666
2017-01-13 16:00:00,29.6,25,12,21.7
2017-01-13 19:00:00,26.4,45,19,25.8
2017-01-13 22:00:00,25.2,45,18,26.75
2017-01-14 01:00:00,24.8,20,17,24.633333333333336
2017-01-14 04:00:00,24.7,40,17,22.23333333333333
2017-01-14 07:00:00,25.8,60,15,22.0
2017-01-14 10:00:00,29.6,60,15,27.3
2017-01-14 13:00:00,31.1,60,12,19.26666666666667
2017-01-14 16:00:00,30.1,50,12,23.96666666666667
2017-01-14 19:00:00,26.7,65,20,26.8
2017-01-14 22:00:00,26.4,60,24,19.933333333333334
2017-01-15 01:00:00,25.9,45,22,31.6
2017-01-15 04:00:00,25.3,45,26,19.866666666666667
2017-01-15 07:00:00,25.1,45,22,19.266666666666666
2017-01-15 10:00:00,29.0,45,24,36.66666666666666
2017-01-15 13:00:00,31.8,35,27,40.23333333333333
2017-01-15 16:00:00,30.9,30,25,50.03333333333334
2017-01-15 19:00:00,27.6,25,29,37.06666666666667
2017-01-15 22:00:00,26.3,30,33,24.36666666666667
2017-01-16 01:00:00,25.2,40,34,31.899999999999995
2017-01-16 04:00:00,24.8,50,36,16.833333333333332
2017-01-16 07:00:00,25.1,65,36,11.5
2017-01-16 10:00:00,27.1,70,40,18.03333333333333
2017-01-16 13:00:00,30.3,75,32,24.6
2017-01-16 16:00:00,30.0,60,26,16.2
2017-01-16 19:00:00,26.8,60,30,19.3
2017-01-16 22:00:00,26.2,55,32,14.266666666666666
2017-01-17 01:00:00,25.9,65,39,20.3
2017-01-17 04:00:00,25.7,80,40,18.83333333333333
2017-01-17 07:00:00,25.0,95,38,16.866666666666667
2017-01-17 10:00:00,27.7,105,31,18.7
2017-01-17 13:00:00,30.5,90,26,19.633333333333333
2017-01-17 16:00:00,30.5,70,21,26.76666666666667
2017-01-17 19:00:00,27.0,90,30,32.23333333333333
2017-01-17 22:00:00,26.0,90,32,28.266666666666666
2017-01-18 01:00:00,25.4,95,35,31.066666666666663
2017-01-18 04:00:00,24.8,95,35,25.8
2017-01-18 07:00:00,24.4,85,45,15.066666666666668
2017-01-18 10:00:00,28.4,90,49,19.9
2017-01-18 13:00:00,31.6,90,39,33.7
2017-01-18 16:00:00,31.3,80,35,38.266666666666666
2017-01-18 19:00:00,26.9,90,34,32.9
2017-01-18 22:00:00,25.6,85,37,28.8
2017-01-19 01:00:00,24.7,70,36,33.76666666666666
2017-01-19 04:00:00,24.3,65,33,32.099999999999994
2017-01-19 07:00:00,24.7,45,38,24.33333333333333
2017-01-19 10:00:00,28.9,50,40,22.0
2017-01-19 13:00:00,32.3,60,29,28.0
2017-01-19 16:00:00,31.9,60,24,43.96666666666667
2017-01-19 19:00:00,27.3,70,26,37.333333333333336
2017-01-19 22:00:00,25.8,75,30,31.53333333333333
2017-01-20 01:00:00,25.3,65,35,39.13333333333333
2017-01-20 04:00:00,25.5,70,38,38.4
2017-01-20 07:00:00,25.0,80,43,29.633333333333336
2017-01-20 10:00:00,29.7,90,39,26.666666666666668
2017-01-20 13:00:00,33.1,65,30,27.5
2017-01-20 16:00:00,32.3,60,22,30.433333333333334
2017-01-20 19:00:00,27.7,55,23,30.3
2017-01-20 22:00:00,26.7,65,35,17.65
2017-01-21 01:00:00,26.1,65,34,26.3
2017-01-21 04:00:00,26.0,65,35,24.4
2017-01-21 07:00:00,24.9,80,25,17.099999999999998
2017-01-21 10:00:00,28.3,80,22,29.76666666666667
2017-01-21 13:00:00,31.5,75,29,24.866666666666664
2017-01-21 16:00:00,31.8,65,29,33.666666666666664
2017-01-21 19:00:00,27.8,65,36,34.6
2017-01-21 22:00:00,26.6,70,45,21.266666666666666
2017-01-22 01:00:00,26.1,75,46,18.966666666666665
2017-01-22 04:00:00,25.2,75,33,24.03333333333333
2017-01-22 07:00:00,24.2,75,33,21.7
2017-01-22 10:00:00,27.0,70,40,21.8
2017-01-22 13:00:00,30.7,60,39,21.625
2017-01-22 16:00:00,31.2,60,36,21.625
2017-01-22 19:00:00,27.4,75,40,21.625
2017-01-22 22:00:00,26.1,80,48,21.625
2017-01-23 01:00:00,25.1,85,37,25.100000000000005
2017-01-23 04:00:00,23.9,95,22,27.366666666666664
2017-01-23 07:00:00,23.2,90,19,23.73333333333333
2017-01-23 10:00:00,26.9,85,20,25.166666666666668
2017-01-23 13:00:00,31.0,80,26,24.83333333333333
2017-01-23 16:00:00,31.4,60,27,31.63333333333333
2017-01-23 19:00:00,27.0,55,29,29.96666666666667
2017-01-23 22:00:00,25.5,85,27,24.866666666666664
2017-01-24 01:00:00,24.9,125,11,31.3
2017-01-24 04:00:00,23.7,105,8,34.166666666666664
2017-01-24 07:00:00,22.8,230,2,26.73333333333333
2017-01-24 10:00:00,26.8,45,1,27.433333333333334
2017-01-24 13:00:00,31.0,50,16,28.1
2017-01-24 16:00:00,31.2,60,23,36.6
2017-01-24 19:00:00,27.3,65,16,37.2
2017-01-24 22:00:00,25.9,85,23,40.5
2017-01-25 01:00:00,25.0,65,25,37.53333333333333
2017-01-25 04:00:00,24.6,70,25,34.333333333333336
2017-01-25 07:00:00,24.3,75,28,28.83333333333333
2017-01-25 10:00:00,28.3,80,32,16.46666666666667
2017-01-25 13:00:00,32.2,65,38,25.100000000000005
2017-01-25 16:00:00,32.6,60,32,26.933333333333337
2017-01-25 19:00:00,28.1,65,32,32.56666666666666
2017-01-25 22:00:00,26.6,60,38,29.0
2017-01-26 01:00:00,25.7,50,44,22.9
2017-01-26 04:00:00,25.6,55,45,24.899999999999995
2017-01-26 07:00:00,24.4,75,40,17.03333333333333
2017-01-26 10:00:00,28.4,80,42,19.23333333333333
2017-01-26 13:00:00,31.3,70,34,22.53333333333333
2017-01-26 16:00:00,31.7,65,29,24.666666666666668
2017-01-26 19:00:00,27.5,75,35,24.966666666666665
2017-01-26 22:00:00,26.1,75,40,19.46666666666667
2017-01-27 01:00:00,25.5,65,36,25.166666666666668
2017-01-27 04:00:00,25.1,55,33,27.666666666666668
2017-01-27 07:00:00,24.0,35,20,20.73333333333333
2017-01-27 10:00:00,27.8,30,19,20.433333333333334
2017-01-27 13:00:00,30.9,35,23,25.6
2017-01-27 16:00:00,31.3,40,22,34.2
2017-01-27 19:00:00,27.0,30,26,32.166666666666664
2017-01-27 22:00:00,24.7,35,25,27.8
2017-01-28 01:00:00,23.7,45,31,26.3
2017-01-28 04:00:00,23.3,65,23,33.833333333333336
2017-01-28 07:00:00,22.5,350,16,23.6
2017-01-28 10:00:00,27.2,355,20,20.5
2017-01-28 13:00:00,30.7,25,20,27.53333333333334
2017-01-28 16:00:00,30.9,30,16,27.53333333333334
2017-01-28 19:00:00,25.9,360,22,27.53333333333334
2017-01-28 22:00:00,24.1,10,21,33.43333333333333
2017-01-29 01:00:00,22.6,25,18,36.06666666666667
2017-01-29 04:00:00,21.7,25,15,46.633333333333326
2017-01-29 07:00:00,22.8,55,25,25.83333333333333
2017-01-29 10:00:00,28.8,45,23,26.433333333333334
2017-01-29 13:00:00,31.9,40,16,30.933333333333337
2017-01-29 16:00:00,31.2,30,16,35.93333333333333
2017-01-29 19:00:00,25.4,40,17,41.63333333333333
2017-01-29 22:00:00,23.7,55,16,29.433333333333334
2017-01-30 01:00:00,22.7,55,11,40.766666666666666
2017-01-30 04:00:00,21.9,60,11,54.0
2017-01-30 07:00:00,23.1,50,17,31.666666666666668
2017-01-30 10:00:00,29.8,50,17,36.3
2017-01-30 13:00:00,31.4,40,22,36.73333333333333
2017-01-30 16:00:00,30.9,45,22,40.3
2017-01-30 19:00:00,25.5,50,25,43.4
2017-01-30 22:00:00,23.8,50,27,36.05
2017-01-31 01:00:00,22.9,50,29,34.99166666666667
2017-01-31 04:00:00,23.2,65,29,34.99166666666667
2017-01-31 07:00:00,23.1,75,16,25.25
2017-01-31 10:00:00,28.4,70,8,23.066666666666663
2017-01-31 13:00:00,31.5,45,13,37.13333333333333
2017-01-31 16:00:00,31.6,45,16,37.766666666666666
2017-01-31 19:00:00,26.3,40,19,45.43333333333334
2017-01-31 22:00:00,24.5,40,20,41.3
2017-02-01 01:00:00,23.7,45,29,33.65555555555556
2017-02-01 04:00:00,23.5,60,31,33.65555555555556
2017-02-01 07:00:00,23.4,55,33,23.0
2017-02-01 10:00:00,29.0,55,31,23.866666666666664
2017-02-01 13:00:00,31.9,45,25,34.300000000000004
2017-02-01 16:00:00,31.9,50,22,38.76666666666667
2017-02-01 19:00:00,26.8,55,25,43.16666666666666
2017-02-01 22:00:00,25.3,55,27,38.833333333333336
2017-02-02 01:00:00,25.4,55,29,38.7
2017-02-02 04:00:00,25.1,75,28,35.93333333333334
2017-02-02 07:00:00,24.9,75,26,21.53333333333333
2017-02-02 10:00:00,29.0,80,27,23.8
2017-02-02 13:00:00,30.9,70,19,26.366666666666664
2017-02-02 16:00:00,30.3,50,21,21.566666666666663
2017-02-02 19:00:00,26.8,100,25,20.2
2017-02-02 22:00:00,25.8,115,28,16.96666666666667
2017-02-03 01:00:00,24.9,120,23,19.566666666666663
2017-02-03 04:00:00,24.4,110,17,19.933333333333334
2017-02-03 07:00:00,24.2,100,10,18.1
2017-02-03 10:00:00,28.3,75,10,15.2
2017-02-03 13:00:00,30.9,80,22,19.5
2017-02-03 16:00:00,31.2,80,18,26.7
2017-02-03 19:00:00,27.4,115,22,26.433333333333337
2017-02-03 22:00:00,25.8,110,24,20.7
2017-02-04 01:00:00,24.8,95,23,29.4
2017-02-04 04:00:00,24.2,90,18,27.566666666666663
2017-02-04 07:00:00,24.2,100,14,18.133333333333336
2017-02-04 10:00:00,29.4,70,8,23.433333333333334
2017-02-04 13:00:00,32.6,50,13,28.5
2017-02-04 16:00:00,30.8,40,13,36.7
2017-02-04 19:00:00,26.9,25,19,40.7
2017-02-04 22:00:00,25.6,30,21,35.53333333333334
2017-02-05 01:00:00,24.7,40,19,40.96666666666667
2017-02-05 04:00:00,24.1,45,15,38.8
2017-02-05 07:00:00,25.5,35,10,26.46666666666667
2017-02-05 10:00:00,31.0,20,15,27.166666666666668
2017-02-05 13:00:00,31.5,15,19,40.46666666666667
2017-02-05 16:00:00,31.0,15,20,52.4
2017-02-05 19:00:00,26.4,0,10,51.8
2017-02-05 22:00:00,25.5,355,14,49.53333333333333
2017-02-06 01:00:00,24.3,350,11,60.36666666666667
2017-02-06 04:00:00,23.4,345,10,62.3
2017-02-06 07:00:00,24.1,10,9,32.53333333333333
2017-02-06 10:00:00,31.2,15,10,31.066666666666663
2017-02-06 13:00:00,33.3,25,15,35.1
2017-02-06 16:00:00,32.2,30,12,43.26666666666667
2017-02-06 19:00:00,26.7,30,6,49.66666666666666
2017-02-06 22:00:00,25.2,300,4,40.56666666666667
2017-02-07 01:00:00,24.7,285,16,51.23333333333333
2017-02-07 04:00:00,23.4,300,18,46.06666666666666
2017-02-07 07:00:00,24.4,340,15,32.166666666666664
2017-02-07 10:00:00,30.2,355,11,26.76666666666667
2017-02-07 13:00:00,31.8,35,6,30.73333333333333
2017-02-07 16:00:00,30.8,20,5,34.6
2017-02-07 19:00:00,26.3,20,8,39.9
2017-02-07 22:00:00,25.1,10,6,35.7
2017-02-08 01:00:00,24.0,5,5,39.1
2017-02-08 04:00:00,23.3,345,3,41.43333333333334
2017-02-08 07:00:00,24.0,235,4,30.2
2017-02-08 10:00:00,29.6,80,2,26.9
2017-02-08 13:00:00,31.9,40,7,26.266666666666666
2017-02-08 16:00:00,30.7,25,12,35.53333333333333
2017-02-08 19:00:00,26.2,45,14,38.96666666666667
2017-02-08 22:00:00,24.6,60,14,34.666666666666664
2017-02-09 01:00:00,23.5,60,11,37.53333333333334
2017-02-09 04:00:00,22.9,65,13,41.3
2017-02-09 07:00:00,24.3,80,21,28.266666666666666
2017-02-09 10:00:00,30.9,80,25,28.399999999999995
2017-02-09 13:00:00,32.0,70,18,27.8
2017-02-09 16:00:00,31.4,65,16,29.03333333333333
2017-02-09 19:00:00,26.2,65,18,33.1
2017-02-09 22:00:00,24.8,80,17,31.23333333333333
2017-02-10 01:00:00,23.9,80,14,34.1
2017-02-10 04:00:00,22.9,85,21,31.666666666666668
2017-02-10 07:00:00,23.9,90,21,31.3
2017-02-10 10:00:00,29.3,85,17,33.46666666666667
2017-02-10 13:00:00,31.8,55,23,40.56666666666667
2017-02-10 16:00:00,31.9,60,21,50.66666666666666
2017-02-10 19:00:00,27.1,60,16,48.13333333333333
2017-02-10 22:00:00,25.1,65,21,45.13333333333333
2017-02-11 01:00:00,24.8,65,21,39.53333333333334
2017-02-11 04:00:00,24.2,80,29,32.300000000000004
2017-02-11 07:00:00,23.9,65,23,27.566666666666663
2017-02-11 10:00:00,28.2,65,17,28.23333333333333
2017-02-11 13:00:00,32.0,50,28,31.2
2017-02-11 16:00:00,31.9,60,30,40.56666666666667
2017-02-11 19:00:00,27.3,45,29,39.53333333333333
2017-02-11 22:00:00,25.5,55,37,28.266666666666666
2017-02-12 01:00:00,24.4,60,52,28.8
2017-02-12 04:00:00,23.9,60,36,34.4
2017-02-12 07:00:00,22.3,75,27,27.2
2017-02-12 10:00:00,26.2,65,35,26.4
2017-02-12 13:00:00,31.0,65,40,28.766666666666666
2017-02-12 16:00:00,31.8,55,34,26.5
2017-02-12 19:00:00,26.8,45,36,28.933333333333337
2017-02-12 22:00:00,25.1,65,35,34.05
2017-02-13 01:00:00,23.1,85,31,38.43333333333333
2017-02-13 04:00:00,22.0,85,30,41.333333333333336
2017-02-13 07:00:00,21.2,80,25,33.5
2017-02-13 10:00:00,26.1,80,32,37.06666666666666
2017-02-13 13:00:00,30.1,60,40,38.7
2017-02-13 16:00:00,31.1,60,34,42.73333333333333
2017-02-13 19:00:00,26.0,65,29,47.70000000000001
2017-02-13 22:00:00,24.2,85,29,36.6
2017-02-14 01:00:00,22.9,85,23,43.8
2017-02-14 04:00:00,22.1,90,22,47.26666666666666
2017-02-14 07:00:00,21.4,80,14,35.76666666666667
2017-02-14 10:00:00,26.7,90,23,32.0
2017-02-14 13:00:00,30.5,75,26,32.06666666666666
2017-02-14 16:00:00,30.8,70,28,43.7
2017-02-14 19:00:00,26.2,75,33,53.36666666666667
2017-02-14 22:00:00,24.2,85,39,39.4
2017-02-15 01:00:00,22.8,85,25,38.833333333333336
2017-02-15 04:00:00,22.3,90,30,45.36666666666667
2017-02-15 07:00:00,22.4,65,42,31.600000000000005
2017-02-15 10:00:00,27.2,85,40,32.03333333333333
2017-02-15 13:00:00,31.0,65,29,30.2
2017-02-15 16:00:00,31.3,65,24,37.23333333333334
2017-02-15 19:00:00,25.8,60,23,40.13333333333333
2017-02-15 22:00:00,24.1,65,27,35.86666666666667
2017-02-16 01:00:00,23.5,90,24,32.7
2017-02-16 04:00:00,23.0,100,15,34.03333333333333
2017-02-16 07:00:00,23.1,60,19,33.166666666666664
2017-02-16 10:00:00,27.9,40,16,32.56666666666667
2017-02-16 13:00:00,30.6,25,17,32.13333333333333
2017-02-16 16:00:00,31.2,40,20,37.3
2017-02-16 19:00:00,26.3,30,21,41.96666666666667
2017-02-16 22:00:00,24.3,45,22,40.26666666666667
2017-02-17 01:00:00,22.6,70,26,53.5
2017-02-17 04:00:00,21.9,80,25,52.1
2017-02-17 07:00:00,23.6,70,19,31.23333333333333
2017-02-17 10:00:00,29.1,70,15,28.46666666666667
2017-02-17 13:00:00,31.4,55,18,29.3
2017-02-17 16:00:00,31.0,45,19,38.92
2017-02-17 19:00:00,25.5,60,19,38.92
2017-02-17 22:00:00,24.1,65,27,38.92
2017-02-18 01:00:00,23.1,65,26,35.69732142857143
2017-02-18 04:00:00,22.5,65,26,35.69732142857143
2017-02-18 07:00:00,23.6,70,21,35.69732142857143
2017-02-18 10:00:00,29.3,75,19,35.69732142857143
2017-02-18 13:00:00,32.1,60,14,35.69732142857143
2017-02-18 16:00:00,31.8,40,15,35.69732142857143
2017-02-18 19:00:00,26.4,50,20,35.69732142857143
2017-02-18 22:00:00,24.6,60,21,35.69732142857143
2017-02-19 01:00:00,23.7,60,20,44.4
2017-02-19 04:00:00,23.5,60,22,44.4
2017-02-19 07:00:00,24.0,55,22,44.4
2017-02-19 10:00:00,29.4,55,17,44.4
2017-02-19 13:00:00,31.9,45,16,44.4
2017-02-19 16:00:00,32.1,35,12,44.4
2017-02-19 19:00:00,26.5,35,11,44.4
2017-02-19 22:00:00,25.5,70,8,44.4
2017-02-20 01:00:00,24.4,110,3,55.66666666666666
2017-02-20 04:00:00,23.7,125,2,45.3
2017-02-20 07:00:00,25.2,190,7,30.23333333333333
2017-02-20 10:00:00,30.1,170,4,33.03333333333333
2017-02-20 13:00:00,31.4,275,0,27.0
2017-02-20 16:00:00,30.2,310,2,31.5
2017-02-20 19:00:00,26.4,85,9,31.266666666666666
2017-02-20 22:00:00,25.1,80,11,24.4
2017-02-21 01:00:00,24.5,75,11,37.400000000000006
2017-02-21 04:00:00,23.9,75,12,37.66666666666666
2017-02-21 07:00:00,24.9,105,10,23.6
2017-02-21 10:00:00,29.5,120,11,27.5
2017-02-21 13:00:00,31.2,115,8,19.833333333333336
2017-02-21 16:00:00,30.2,80,5,30.066666666666663
2017-02-21 19:00:00,26.2,60,10,26.433333333333334
2017-02-21 22:00:00,24.9,80,14,22.433333333333334
2017-02-22 01:00:00,24.4,85,14,24.73333333333333
2017-02-22 04:00:00,24.0,95,14,32.23333333333334
2017-02-22 07:00:00,25.4,115,16,17.533333333333335
2017-02-22 10:00:00,31.3,110,15,21.066666666666663
2017-02-22 13:00:00,31.4,120,7,17.8
2017-02-22 16:00:00,30.2,120,5,22.3
2017-02-22 19:00:00,26.9,80,10,22.066666666666663
2017-02-22 22:00:00,25.8,70,13,16.733333333333334
2017-02-23 01:00:00,25.2,80,17,24.8
2017-02-23 04:00:00,24.6,90,16,21.53333333333333
2017-02-23 07:00:00,25.9,95,12,13.333333333333334
2017-02-23 10:00:00,30.8,80,10,15.133333333333333
2017-02-23 13:00:00,30.6,15,3,14.566666666666668
2017-02-23 16:00:00,29.8,10,6,19.166666666666668
2017-02-23 19:00:00,27.8,50,14,14.9
2017-02-23 22:00:00,26.5,60,19,11.533333333333331
2017-02-24 01:00:00,25.7,60,21,19.466666666666665
2017-02-24 04:00:00,25.3,75,20,16.566666666666666
2017-02-24 07:00:00,26.5,85,19,13.966666666666669
2017-02-24 10:00:00,30.3,90,17,22.1
2017-02-24 13:00:00,30.3,110,8,17.133333333333336
2017-02-24 16:00:00,29.6,85,6,18.9
2017-02-24 19:00:00,26.9,80,18,14.566666666666668
2017-02-24 22:00:00,26.1,90,23,14.5
2017-02-25 01:00:00,25.5,95,20,22.2
2017-02-25 04:00:00,25.0,90,22,20.33333333333333
2017-02-25 07:00:00,26.0,125,13,20.266666666666666
2017-02-25 10:00:00,30.2,105,7,20.266666666666666
2017-02-25 13:00:00,30.9,65,2,18.3
2017-02-25 16:00:00,29.4,20,5,21.666666666666668
2017-02-25 19:00:00,26.7,70,21,18.33333333333333
2017-02-25 22:00:00,25.8,80,31,16.633333333333333
2017-02-26 01:00:00,24.9,80,33,22.5
