,PM2.5,WindDir,Wind Speed(km/h),Temp(C)
2017-11-07 04:00:00,25.6,70.0,37.0,20.2
2017-11-07 05:00:00,26.9,70.0,37.0,20.2
2017-11-07 06:00:00,28.4,70.0,37.0,20.2
2017-11-07 07:00:00,22.8,70.0,38.0,21.2
2017-11-07 08:00:00,24.6,70.0,38.0,21.2
2017-11-07 09:00:00,21.9,70.0,38.0,21.2
2017-11-07 10:00:00,21.9,70.0,42.0,26.6
2017-11-07 11:00:00,23.6,70.0,42.0,26.6
2017-11-07 12:00:00,26.3,70.0,42.0,26.6
2017-11-07 13:00:00,31.0,65.0,34.0,29.4
2017-11-07 14:00:00,28.3,65.0,34.0,29.4
2017-11-07 15:00:00,29.3,65.0,34.0,29.4
2017-11-07 16:00:00,29.1,60.0,35.0,27.6
2017-11-07 17:00:00,29.0,60.0,35.0,27.6
2017-11-07 18:00:00,28.8,60.0,35.0,27.6
2017-11-07 19:00:00,27.35789473684211,60.0,31.0,23.4
2017-11-07 20:00:00,27.35789473684211,60.0,31.0,23.4
2017-11-07 21:00:00,27.35789473684211,60.0,31.0,23.4
2017-11-07 22:00:00,27.35789473684211,65.0,35.0,23.1
2017-11-07 23:00:00,27.35789473684211,65.0,35.0,23.1
2017-11-08 00:00:00,24.0,65.0,35.0,23.1
2017-11-08 01:00:00,26.7,75.0,39.0,23.3
2017-11-08 02:00:00,27.7,75.0,39.0,23.3
2017-11-08 03:00:00,26.6,75.0,39.0,23.3
2017-11-08 04:00:00,26.7,75.0,47.0,22.8
2017-11-08 05:00:00,26.6,75.0,47.0,22.8
2017-11-08 06:00:00,26.4,75.0,47.0,22.8
2017-11-08 07:00:00,25.7,80.0,55.0,22.6
2017-11-08 08:00:00,11.3,80.0,55.0,22.6
2017-11-08 09:00:00,12.5,80.0,55.0,22.6
2017-11-08 10:00:00,13.2,80.0,54.0,24.4
2017-11-08 11:00:00,13.4,80.0,54.0,24.4
2017-11-08 12:00:00,13.6,80.0,54.0,24.4
2017-11-08 13:00:00,14.3,85.0,42.0,27.2
2017-11-08 14:00:00,20.62142857142857,85.0,42.0,27.2
2017-11-08 15:00:00,20.62142857142857,85.0,42.0,27.2
2017-11-08 16:00:00,20.62142857142857,90.0,37.0,27.4
2017-11-08 17:00:00,20.62142857142857,90.0,37.0,27.4
2017-11-08 18:00:00,20.62142857142857,90.0,37.0,27.4
2017-11-08 19:00:00,20.62142857142857,85.0,40.0,23.2
2017-11-08 20:00:00,20.62142857142857,85.0,40.0,23.2
2017-11-08 21:00:00,20.62142857142857,85.0,40.0,23.2
2017-11-08 22:00:00,20.62142857142857,85.0,40.0,22.7
2017-11-08 23:00:00,20.62142857142857,85.0,40.0,22.7
2017-11-09 00:00:00,17.530434782608697,85.0,40.0,22.7
2017-11-09 01:00:00,19.3,80.0,46.0,21.9
2017-11-09 02:00:00,26.1,80.0,46.0,21.9
2017-11-09 03:00:00,25.7,80.0,46.0,21.9
2017-11-09 04:00:00,18.5,80.0,50.0,21.3
2017-11-09 05:00:00,18.4,80.0,50.0,21.3
2017-11-09 06:00:00,18.4,80.0,50.0,21.3
2017-11-09 07:00:00,17.8,85.0,48.0,22.6
2017-11-09 08:00:00,16.9,85.0,48.0,22.6
2017-11-09 09:00:00,9.2,85.0,48.0,22.6
2017-11-09 10:00:00,10.4,90.0,44.0,28.3
2017-11-09 11:00:00,12.1,90.0,44.0,28.3
2017-11-09 12:00:00,12.5,90.0,44.0,28.3
2017-11-09 13:00:00,18.5,80.0,30.0,30.2
2017-11-09 14:00:00,20.7,80.0,30.0,30.2
2017-11-09 15:00:00,26.8,80.0,30.0,30.2
2017-11-09 16:00:00,23.3,80.0,27.0,30.2
2017-11-09 17:00:00,18.0,80.0,27.0,30.2
2017-11-09 18:00:00,17.2,80.0,27.0,30.2
2017-11-09 19:00:00,18.8,80.0,35.0,25.3
2017-11-09 20:00:00,13.0,80.0,35.0,25.3
2017-11-09 21:00:00,14.1,80.0,35.0,25.3
2017-11-09 22:00:00,13.7,75.0,36.0,24.3
2017-11-09 23:00:00,13.8,75.0,36.0,24.3
2017-11-10 00:00:00,11.3,75.0,36.0,24.3
2017-11-10 01:00:00,9.6,85.0,36.0,23.0
2017-11-10 02:00:00,17.2,85.0,36.0,23.0
2017-11-10 03:00:00,23.1,85.0,36.0,23.0
2017-11-10 04:00:00,14.7,85.0,38.0,22.1
2017-11-10 05:00:00,13.9,85.0,38.0,22.1
2017-11-10 06:00:00,10.5,85.0,38.0,22.1
2017-11-10 07:00:00,11.1,85.0,45.0,23.0
2017-11-10 08:00:00,11.7,85.0,45.0,23.0
2017-11-10 09:00:00,11.4,85.0,45.0,23.0
2017-11-10 10:00:00,15.554545454545455,80.0,43.0,28.9
2017-11-10 11:00:00,14.3,80.0,43.0,28.9
2017-11-10 12:00:00,19.9,80.0,43.0,28.9
2017-11-10 13:00:00,23.2,70.0,29.0,31.6
2017-11-10 14:00:00,15.6,70.0,29.0,31.6
2017-11-10 15:00:00,16.2,70.0,29.0,31.6
2017-11-10 16:00:00,21.1,75.0,28.0,29.8
2017-11-10 17:00:00,19.3,75.0,28.0,29.8
2017-11-10 18:00:00,22.9,75.0,28.0,29.8
2017-11-10 19:00:00,14.8,75.0,31.0,27.2
2017-11-10 20:00:00,14.6,75.0,31.0,27.2
2017-11-10 21:00:00,15.554545454545455,75.0,31.0,27.2
2017-11-10 22:00:00,12.7,70.0,28.0,26.0
2017-11-10 23:00:00,13.1,70.0,28.0,26.0
2017-11-11 00:00:00,16.1,70.0,28.0,26.0
2017-11-11 01:00:00,18.2,70.0,31.0,23.5
2017-11-11 02:00:00,18.6,70.0,31.0,23.5
2017-11-11 03:00:00,22.3,70.0,31.0,23.5
2017-11-11 04:00:00,21.8,75.0,35.0,22.5
2017-11-11 05:00:00,18.0,75.0,35.0,22.5
2017-11-11 06:00:00,12.8,75.0,35.0,22.5
2017-11-11 07:00:00,11.7,90.0,39.0,23.3
2017-11-11 08:00:00,14.0,90.0,39.0,23.3
2017-11-11 09:00:00,13.2,90.0,39.0,23.3
2017-11-11 10:00:00,16.7,85.0,35.0,28.8
2017-11-11 11:00:00,16.3,85.0,35.0,28.8
2017-11-11 12:00:00,15.0,85.0,35.0,28.8
2017-11-11 13:00:00,20.4,70.0,24.0,31.3
2017-11-11 14:00:00,31.5,70.0,24.0,31.3
2017-11-11 15:00:00,30.5,70.0,24.0,31.3
2017-11-11 16:00:00,19.049999999999997,65.0,20.0,30.5
2017-11-11 17:00:00,28.2,65.0,20.0,30.5
2017-11-11 18:00:00,25.4,65.0,20.0,30.5
2017-11-11 19:00:00,18.3,75.0,23.0,26.4
2017-11-11 20:00:00,19.049999999999997,75.0,23.0,26.4
2017-11-11 21:00:00,17.3,75.0,23.0,26.4
2017-11-11 22:00:00,17.4,80.0,23.0,25.2
2017-11-11 23:00:00,15.4,80.0,23.0,25.2
2017-11-12 00:00:00,15.4,80.0,23.0,25.2
2017-11-12 01:00:00,19.2,60.0,18.0,23.7
2017-11-12 02:00:00,18.1,60.0,18.0,23.7
2017-11-12 03:00:00,24.2,60.0,18.0,23.7
2017-11-12 04:00:00,21.3,65.0,22.0,22.6
2017-11-12 05:00:00,20.5,65.0,22.0,22.6
2017-11-12 06:00:00,15.4,65.0,22.0,22.6
2017-11-12 07:00:00,14.0,70.0,25.0,23.7
2017-11-12 08:00:00,13.4,70.0,25.0,23.7
2017-11-12 09:00:00,15.8,70.0,25.0,23.7
2017-11-12 10:00:00,12.3,70.0,27.0,28.8
2017-11-12 11:00:00,14.9,70.0,27.0,28.8
2017-11-12 12:00:00,15.1,70.0,27.0,28.8
2017-11-12 13:00:00,21.5,70.0,18.0,31.7
2017-11-12 14:00:00,34.5,70.0,18.0,31.7
2017-11-12 15:00:00,36.2,70.0,18.0,31.7
2017-11-12 16:00:00,28.4,70.0,15.0,31.3
2017-11-12 17:00:00,28.6,70.0,15.0,31.3
2017-11-12 18:00:00,27.5,70.0,15.0,31.3
2017-11-12 19:00:00,23.9,85.0,13.0,27.4
2017-11-12 20:00:00,21.4,85.0,13.0,27.4
2017-11-12 21:00:00,18.9,85.0,13.0,27.4
2017-11-12 22:00:00,19.5,85.0,13.0,25.3
2017-11-12 23:00:00,23.3,85.0,13.0,25.3
2017-11-13 00:00:00,28.2,85.0,13.0,25.3
2017-11-13 01:00:00,25.7,90.0,15.0,24.5
2017-11-13 02:00:00,31.1,90.0,15.0,24.5
2017-11-13 03:00:00,32.8,90.0,15.0,24.5
2017-11-13 04:00:00,25.0,75.0,10.0,23.4
2017-11-13 05:00:00,22.3,75.0,10.0,23.4
2017-11-13 06:00:00,17.9,75.0,10.0,23.4
2017-11-13 07:00:00,19.5,55.0,12.0,24.1
2017-11-13 08:00:00,15.7,55.0,12.0,24.1
2017-11-13 09:00:00,14.6,55.0,12.0,24.1
2017-11-13 10:00:00,15.3,55.0,13.0,29.0
2017-11-13 11:00:00,15.4,55.0,13.0,29.0
2017-11-13 12:00:00,19.9,55.0,13.0,29.0
2017-11-13 13:00:00,25.8,45.0,12.0,31.6
2017-11-13 14:00:00,34.6,45.0,12.0,31.6
2017-11-13 15:00:00,39.6,45.0,12.0,31.6
2017-11-13 16:00:00,38.5,45.0,11.0,31.6
2017-11-13 17:00:00,33.5,45.0,11.0,31.6
2017-11-13 18:00:00,27.1,45.0,11.0,31.6
2017-11-13 19:00:00,26.6,55.0,10.0,27.0
2017-11-13 20:00:00,25.3,55.0,10.0,27.0
2017-11-13 21:00:00,24.5,55.0,10.0,27.0
2017-11-13 22:00:00,23.9,70.0,9.0,25.6
2017-11-13 23:00:00,26.3,70.0,9.0,25.6
2017-11-14 00:00:00,23.5,70.0,9.0,25.6
2017-11-14 01:00:00,23.7,105.0,9.0,24.7
2017-11-14 02:00:00,24.0,105.0,9.0,24.7
2017-11-14 03:00:00,28.1,105.0,9.0,24.7
2017-11-14 04:00:00,24.8,90.0,7.0,23.4
2017-11-14 05:00:00,23.2,90.0,7.0,23.4
2017-11-14 06:00:00,20.3,90.0,7.0,23.4
2017-11-14 07:00:00,16.8,70.0,9.0,24.3
2017-11-14 08:00:00,18.7,70.0,9.0,24.3
2017-11-14 09:00:00,17.2,70.0,9.0,24.3
2017-11-14 10:00:00,14.5,55.0,15.0,29.2
2017-11-14 11:00:00,19.9,55.0,15.0,29.2
2017-11-14 12:00:00,17.6,55.0,15.0,29.2
2017-11-14 13:00:00,20.2,60.0,16.0,32.0
2017-11-14 14:00:00,31.0,60.0,16.0,32.0
2017-11-14 15:00:00,34.6,60.0,16.0,32.0
2017-11-14 16:00:00,33.5,55.0,16.0,31.6
2017-11-14 17:00:00,31.0,55.0,16.0,31.6
2017-11-14 18:00:00,34.3,55.0,16.0,31.6
2017-11-14 19:00:00,27.9,80.0,19.0,27.0
2017-11-14 20:00:00,29.9,80.0,19.0,27.0
2017-11-14 21:00:00,32.1,80.0,19.0,27.0
2017-11-14 22:00:00,26.6,95.0,25.0,25.7
2017-11-14 23:00:00,27.6,95.0,25.0,25.7
2017-11-15 00:00:00,22.9,95.0,25.0,25.7
2017-11-15 01:00:00,27.2,90.0,24.0,24.7
2017-11-15 02:00:00,638.4,90.0,24.0,24.7
2017-11-15 03:00:00,787.9,90.0,24.0,24.7
2017-11-15 04:00:00,27.8,85.0,22.0,23.9
2017-11-15 05:00:00,20.3,85.0,22.0,23.9
2017-11-15 06:00:00,15.6,85.0,22.0,23.9
2017-11-15 07:00:00,13.3,80.0,26.0,24.5
2017-11-15 08:00:00,12.1,80.0,26.0,24.5
2017-11-15 09:00:00,81.28181818181818,80.0,26.0,24.5
2017-11-15 10:00:00,11.2,70.0,27.0,29.6
2017-11-15 11:00:00,14.0,70.0,27.0,29.6
2017-11-15 12:00:00,81.28181818181818,70.0,27.0,29.6
2017-11-15 13:00:00,19.7,50.0,20.0,31.4
2017-11-15 14:00:00,18.9,50.0,20.0,31.4
2017-11-15 15:00:00,23.4,50.0,20.0,31.4
2017-11-15 16:00:00,19.5,55.0,20.0,31.2
2017-11-15 17:00:00,20.0,55.0,20.0,31.2
2017-11-15 18:00:00,16.4,55.0,20.0,31.2
2017-11-15 19:00:00,18.8,85.0,25.0,27.5
2017-11-15 20:00:00,19.0,85.0,25.0,27.5
2017-11-15 21:00:00,18.3,85.0,25.0,27.5
2017-11-15 22:00:00,10.2,95.0,27.0,26.0
2017-11-15 23:00:00,13.3,95.0,27.0,26.0
2017-11-16 00:00:00,11.9,95.0,27.0,26.0
2017-11-16 01:00:00,15.4,80.0,22.0,24.4
2017-11-16 02:00:00,19.1,80.0,22.0,24.4
2017-11-16 03:00:00,15.6,80.0,22.0,24.4
2017-11-16 04:00:00,15.3,75.0,21.0,23.5
2017-11-16 05:00:00,18.2,75.0,21.0,23.5
2017-11-16 06:00:00,13.5,75.0,21.0,23.5
2017-11-16 07:00:00,9.2,90.0,20.0,24.4
2017-11-16 08:00:00,9.6,90.0,20.0,24.4
2017-11-16 09:00:00,11.7,90.0,20.0,24.4
2017-11-16 10:00:00,11.1,120.0,20.0,29.0
2017-11-16 11:00:00,11.1,120.0,20.0,29.0
2017-11-16 12:00:00,13.1,120.0,20.0,29.0
2017-11-16 13:00:00,19.2,130.0,15.0,31.7
2017-11-16 14:00:00,17.4,130.0,15.0,31.7
2017-11-16 15:00:00,12.3,130.0,15.0,31.7
2017-11-16 16:00:00,11.9,140.0,8.0,31.6
2017-11-16 17:00:00,10.6,140.0,8.0,31.6
2017-11-16 18:00:00,9.8,140.0,8.0,31.6
2017-11-16 19:00:00,12.0,120.0,8.0,28.9
2017-11-16 20:00:00,15.1,120.0,8.0,28.9
2017-11-16 21:00:00,13.2,120.0,8.0,28.9
2017-11-16 22:00:00,14.8,125.0,8.0,27.0
2017-11-16 23:00:00,12.7,125.0,8.0,27.0
2017-11-17 00:00:00,10.6,125.0,8.0,27.0
2017-11-17 01:00:00,17.2,135.0,7.0,25.8
2017-11-17 02:00:00,30.5,135.0,7.0,25.8
2017-11-17 03:00:00,21.4,135.0,7.0,25.8
2017-11-17 04:00:00,21.6,140.0,9.0,24.9
2017-11-17 05:00:00,20.7,140.0,9.0,24.9
2017-11-17 06:00:00,17.3,140.0,9.0,24.9
2017-11-17 07:00:00,18.322222222222223,160.0,11.0,25.8
2017-11-17 08:00:00,12.5,160.0,11.0,25.8
2017-11-17 09:00:00,14.1,160.0,11.0,25.8
2017-11-17 10:00:00,14.5,185.0,9.0,30.5
2017-11-17 11:00:00,15.6,185.0,9.0,30.5
2017-11-17 12:00:00,11.9,185.0,9.0,30.5
2017-11-17 13:00:00,17.0,270.0,6.0,33.7
2017-11-17 14:00:00,28.0,270.0,6.0,33.7
2017-11-17 15:00:00,22.8,270.0,6.0,33.7
2017-11-17 16:00:00,18.322222222222223,265.0,7.0,33.4
2017-11-17 17:00:00,18.322222222222223,265.0,7.0,33.4
2017-11-17 18:00:00,16.9,265.0,7.0,33.4
2017-11-17 19:00:00,18.322222222222223,275.0,9.0,28.9
2017-11-17 20:00:00,23.1,275.0,9.0,28.9
2017-11-17 21:00:00,18.322222222222223,275.0,9.0,28.9
2017-11-17 22:00:00,18.322222222222223,305.0,10.0,27.5
2017-11-17 23:00:00,14.1,305.0,10.0,27.5
2017-11-18 00:00:00,13.1,305.0,10.0,27.5
2017-11-18 01:00:00,19.65263157894737,310.0,9.0,26.3
2017-11-18 02:00:00,14.2,310.0,9.0,26.3
2017-11-18 03:00:00,19.65263157894737,310.0,9.0,26.3
2017-11-18 04:00:00,16.3,325.0,10.0,25.4
2017-11-18 05:00:00,18.0,325.0,10.0,25.4
2017-11-18 06:00:00,19.65263157894737,325.0,10.0,25.4
2017-11-18 07:00:00,13.0,340.0,10.0,26.3
2017-11-18 08:00:00,19.65263157894737,340.0,10.0,26.3
2017-11-18 09:00:00,12.4,340.0,10.0,26.3
2017-11-18 10:00:00,14.6,350.0,8.0,31.4
2017-11-18 11:00:00,10.7,350.0,8.0,31.4
2017-11-18 12:00:00,11.9,350.0,8.0,31.4
2017-11-18 13:00:00,19.4,355.0,4.0,34.7
2017-11-18 14:00:00,25.1,355.0,4.0,34.7
2017-11-18 15:00:00,39.9,355.0,4.0,34.7
2017-11-18 16:00:00,36.1,5.0,5.0,33.6
2017-11-18 17:00:00,32.6,5.0,5.0,33.6
2017-11-18 18:00:00,25.3,5.0,5.0,33.6
2017-11-18 19:00:00,20.6,70.0,7.0,31.2
2017-11-18 20:00:00,13.4,70.0,7.0,31.2
2017-11-18 21:00:00,19.65263157894737,70.0,7.0,31.2
2017-11-18 22:00:00,19.7,95.0,10.0,28.8
2017-11-18 23:00:00,17.1,95.0,10.0,28.8
2017-11-19 00:00:00,17.4,95.0,10.0,28.8
2017-11-19 01:00:00,12.8,70.0,15.0,26.1
2017-11-19 02:00:00,17.0,70.0,15.0,26.1
2017-11-19 03:00:00,16.7,70.0,15.0,26.1
2017-11-19 04:00:00,16.9,75.0,20.0,25.0
2017-11-19 05:00:00,15.6,75.0,20.0,25.0
2017-11-19 06:00:00,10.8,75.0,20.0,25.0
2017-11-19 07:00:00,8.4,80.0,27.0,25.2
2017-11-19 08:00:00,9.6,80.0,27.0,25.2
2017-11-19 09:00:00,9.5,80.0,27.0,25.2
2017-11-19 10:00:00,8.7,90.0,38.0,29.4
2017-11-19 11:00:00,11.6,90.0,38.0,29.4
2017-11-19 12:00:00,11.2,90.0,38.0,29.4
2017-11-19 13:00:00,11.6,90.0,39.0,32.4
2017-11-19 14:00:00,15.9,90.0,39.0,32.4
2017-11-19 15:00:00,17.3,90.0,39.0,32.4
2017-11-19 16:00:00,13.552173913043475,85.0,37.0,31.0
2017-11-19 17:00:00,20.5,85.0,37.0,31.0
2017-11-19 18:00:00,16.7,85.0,37.0,31.0
2017-11-19 19:00:00,14.5,80.0,38.0,26.7
2017-11-19 20:00:00,13.0,80.0,38.0,26.7
2017-11-19 21:00:00,12.8,80.0,38.0,26.7
2017-11-19 22:00:00,14.0,80.0,43.0,25.0
2017-11-19 23:00:00,9.2,80.0,43.0,25.0
2017-11-20 00:00:00,9.2,80.0,43.0,25.0
2017-11-20 01:00:00,8.0,80.0,49.0,23.7
2017-11-20 02:00:00,18.7,80.0,49.0,23.7
2017-11-20 03:00:00,16.4,80.0,49.0,23.7
2017-11-20 04:00:00,10.9,75.0,52.0,23.1
2017-11-20 05:00:00,9.9,75.0,52.0,23.1
2017-11-20 06:00:00,9.6,75.0,52.0,23.1
2017-11-20 07:00:00,11.0,70.0,43.0,23.9
2017-11-20 08:00:00,10.5,70.0,43.0,23.9
2017-11-20 09:00:00,11.1,70.0,43.0,23.9
2017-11-20 10:00:00,11.9,70.0,42.0,26.3
2017-11-20 11:00:00,9.8,70.0,42.0,26.3
2017-11-20 12:00:00,14.0,70.0,42.0,26.3
2017-11-20 13:00:00,12.6,75.0,35.0,27.7
2017-11-20 14:00:00,11.7,75.0,35.0,27.7
2017-11-20 15:00:00,16.4,75.0,35.0,27.7
2017-11-20 16:00:00,12.5,80.0,42.0,26.8
